,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
244,5350047.04,CT,Toronto,0.27379000000000003,2846,1253,1180,605,2890,2885,805,2890,1845,2375,2380,1725,215,215,72.9,1180,10394.4,2825,735,615,620,705,460,1180,2335,2335,2335,1785,1180,30,30,55,80,75,65,65,55,25563,2825,340,405,14.3
245,5350048.0,CT,Toronto,0.3349,3557,1660,1560,930,3480,3480,720,3475,2275,2915,2915,2045,265,265,74.7,1560,10617.9,3505,890,770,770,950,675,1560,2935,2935,2940,2300,1560,55,30,60,105,95,85,80,75,29696,3505,570,560,16.0
246,5350049.0,CT,Toronto,0.46479,3663,1506,1426,680,3090,3090,610,3090,1955,2570,2575,1940,230,230,65.6,1425,7879.1,3190,835,710,710,810,605,1425,2685,2690,2690,2140,1425,35,25,50,85,85,80,85,60,33920,3190,350,365,11.4
247,5350050.01,CT,Toronto,1.46504,8746,4553,4336,2030,8765,8770,2955,8770,5405,7580,7575,5040,140,140,69.5,4340,6816.8,8740,2425,2110,2110,2215,1935,4340,7575,7575,7575,5835,4335,100,50,70,300,310,290,270,250,55509,8740,885,735,8.4
248,5350050.03,CT,Toronto,1.92412,1109,606,590,245,1045,1045,320,1045,730,925,920,700,10,10,75.1,590,653.2,1110,310,280,275,330,280,590,990,985,985,790,590,5,5,20,30,40,40,40,45,66560,1110,105,105,9.5
249,5350050.04,CT,Toronto,0.77861,5008,2291,2212,995,4985,4980,1445,4985,2845,4070,4070,2610,105,105,67.9,2210,6589.5,5005,1340,1035,1035,1040,895,2215,4070,4070,4070,3030,2210,55,45,35,160,125,110,95,95,36992,5005,765,675,13.5
250,5350051.0,CT,Toronto,0.69119,5399,2570,2313,1350,5460,5465,1230,5460,3460,4670,4670,3370,325,325,71.4,2315,7807.7,5305,1370,1190,1190,1365,975,2310,4490,4490,4490,3585,2315,65,30,55,155,155,110,100,110,35328,5305,495,545,10.3
251,5350052.0,CT,Toronto,0.50129,4077,1933,1839,915,4000,4000,1045,4000,2625,3355,3355,2345,295,295,73.7,1840,8134.5,4060,1065,900,900,1055,790,1835,3390,3395,3395,2665,1840,35,35,60,140,120,105,105,80,35200,4060,515,490,12.1
252,5350053.0,CT,Toronto,0.6831699999999999,5982,2840,2712,1635,5855,5855,2180,5855,4010,5195,5195,3525,355,355,76.3,2710,8755.9,5975,1550,1300,1300,1845,1235,2710,5320,5325,5325,4025,2715,50,50,95,195,215,190,145,135,29712,5975,1010,1025,17.2
253,5350054.0,CT,Toronto,0.70239,5803,2975,2724,1840,5850,5855,2215,5855,3850,5235,5240,3475,420,420,76.3,2725,8261.7,5735,1385,1145,1145,2015,1380,2725,5110,5105,5105,3835,2720,75,45,95,220,195,165,140,110,30491,5735,1095,1090,19.0
254,5350055.0,CT,Toronto,0.27636,2763,1403,1320,1000,2610,2615,730,2610,1795,2325,2325,1710,320,320,77.9,1320,10000.0,2760,635,540,540,1075,700,1320,2480,2480,2480,1960,1320,35,25,50,100,75,80,75,60,30144,2760,400,480,17.4
255,5350056.0,CT,Toronto,0.50948,4772,2170,2018,1550,4845,4845,1650,4845,3100,4365,4365,2935,495,495,76.1,2020,9367.9,4765,1145,950,950,1695,935,2015,4295,4295,4295,3245,2020,45,45,60,135,135,140,95,80,27968,4765,570,795,16.7
256,5350057.0,CT,Toronto,0.26644,2311,1226,1108,915,2225,2230,560,2225,1535,2085,2085,1460,210,210,77.9,1105,8674.9,2290,510,430,430,960,615,1105,2105,2100,2100,1650,1110,30,30,40,80,90,70,55,45,31680,2285,290,395,17.3
257,5350058.0,CT,Toronto,0.38414,3980,2063,1888,1555,4075,4075,1165,4075,2640,3715,3715,2540,445,445,75.6,1885,10351.1,3950,915,795,795,1585,1005,1885,3615,3620,3620,2705,1890,35,30,75,125,105,110,85,85,26253,3945,635,770,19.5
258,5350059.0,CT,Toronto,0.36663,3837,1621,1447,1305,3185,3185,880,3180,1870,2940,2940,1980,390,390,70.2,1450,10466.4,3225,710,595,595,1370,755,1450,2945,2945,2945,2230,1445,40,30,55,100,95,80,70,50,22848,3230,560,755,23.4
259,5350060.0,CT,Toronto,0.27159,2685,1669,1471,1265,2750,2750,775,2755,1690,2540,2540,1720,150,150,82.1,1470,9885.9,2685,560,480,480,1310,925,1470,2515,2515,2515,1890,1470,150,70,55,80,85,85,60,50,21824,2685,640,725,27.0
260,5350061.0,CT,Toronto,0.76722,1085,536,475,370,740,740,355,740,400,690,690,340,15,15,76.5,475,1414.2,765,135,115,115,415,340,475,710,710,710,415,475,40,45,55,30,20,15,20,10,17699,765,295,285,37.3
261,5350062.01,CT,Toronto,0.10685,5595,3852,3302,2335,5515,5510,2080,5510,3190,5045,5045,2705,90,90,77.2,3305,52387.6,5585,1265,1120,1120,2495,2040,3300,5085,5085,5085,3255,3305,460,135,130,250,200,230,145,125,29344,5585,2020,1805,32.3
262,5350062.02,CT,Toronto,0.58534,9084,6837,5374,4620,9060,9060,3790,9060,4715,8635,8635,4530,105,105,84.6,5375,15520.2,8990,1655,1385,1390,5045,3735,5375,8595,8595,8595,5210,5375,1095,295,255,270,270,220,230,195,15928,8990,3655,3560,39.6
263,5350063.03,CT,Toronto,0.09337999999999999,5104,3640,3405,2620,4975,4970,1885,4975,3725,4820,4820,3525,135,135,88.2,3405,54646.7,5085,1015,900,905,2820,2395,3405,4920,4925,4920,3935,3405,230,140,135,275,250,230,180,160,42048,5085,1220,1155,22.7
264,5350063.04,CT,Toronto,0.14093,3370,2409,2264,1980,3080,3080,985,3080,2205,3015,3015,2010,115,115,86.6,2260,23917.7,3265,575,495,500,1970,1685,2265,3160,3165,3160,2360,2265,110,95,225,155,130,125,105,85,27674,3265,1030,1005,30.8
265,5350063.05,CT,Toronto,0.12992,4331,3429,2943,2460,4435,4440,1635,4435,3070,4315,4320,3030,120,120,91.2,2940,33315.4,4325,815,715,720,2535,2135,2940,4215,4215,4215,3200,2945,345,135,105,215,205,220,150,140,35570,4325,1305,1270,29.4
266,5350063.06,CT,Toronto,0.19221,5171,3761,3519,2950,5165,5165,1665,5165,3800,4985,4985,3320,130,130,84.0,3520,26890.3,5135,875,795,795,3175,2655,3515,4960,4965,4965,3740,3520,175,115,250,335,280,225,185,150,35040,5135,1250,1295,25.2
267,5350064.0,CT,Toronto,0.19472,4311,2898,2683,2085,4110,4110,1420,4105,3205,3955,3950,2915,175,175,85.8,2685,22130.4,4125,845,765,760,2225,1840,2685,3970,3975,3975,3155,2685,130,85,145,190,175,155,125,140,37943,4125,925,915,22.2
268,5350065.01,CT,Toronto,0.08613,2483,1496,1394,1210,2435,2430,1140,2435,1775,2235,2235,1605,70,70,84.7,1390,28872.1,2420,460,400,400,1245,940,1390,2220,2215,2220,1730,1395,85,40,80,155,125,90,90,50,27664,2420,630,670,27.7
269,5350065.02,CT,Toronto,0.14340999999999998,11821,5715,5481,3575,11810,11815,6920,11815,7250,9885,9885,5200,230,230,74.3,5485,82433.8,11815,2650,1850,1855,3980,2890,5480,9885,9885,9885,6360,5480,225,325,540,470,300,280,185,150,17874,11815,5140,4485,38.0
270,5350066.0,CT,Toronto,0.32848,7608,4597,4425,3370,6940,6945,2635,6945,4680,6575,6575,4240,325,325,76.6,4425,23166.9,6960,1430,1215,1210,3600,3010,4425,6610,6610,6610,4945,4425,130,120,265,335,315,270,215,205,32896,6960,1745,1715,24.6
271,5350067.0,CT,Toronto,0.6634399999999999,1694,868,814,385,1685,1685,500,1690,995,1475,1475,995,125,125,68.1,810,2600.6,1695,495,450,450,420,320,815,1485,1490,1485,1155,815,25,10,15,35,40,35,35,25,49856,1695,130,140,8.3
272,5350068.0,CT,Toronto,0.43058,2367,1296,1203,665,2360,2360,645,2360,1515,2135,2135,1450,260,260,69.2,1200,5655.9,2335,665,550,555,695,545,1205,2100,2100,2100,1560,1205,20,30,50,55,65,45,45,40,33024,2335,415,370,15.8
273,5350069.0,CT,Toronto,0.8727299999999999,4923,2011,1894,775,4910,4910,1345,4910,2950,4045,4045,2805,305,305,70.7,1890,5734.4,4880,1365,1160,1160,890,575,1895,4025,4025,4025,3130,1895,45,20,45,120,85,85,70,65,30592,4880,550,510,10.5
274,5350070.0,CT,Toronto,0.44642,3512,1774,1712,970,3345,3345,795,3345,2105,2910,2905,2035,125,125,70.8,1715,7980.0,3325,810,705,700,1080,910,1715,2905,2905,2905,2310,1710,30,20,45,135,110,90,90,80,42640,3330,360,355,10.7
275,5350071.0,CT,Toronto,0.46398,3481,1521,1402,490,3420,3420,785,3415,1930,2780,2780,1945,185,185,67.2,1405,7498.9,3470,965,785,785,590,450,1405,2810,2810,2805,2145,1400,30,25,40,65,80,65,50,65,33760,3470,365,345,9.9
276,5350072.01,CT,Toronto,0.40518000000000004,4586,1949,1864,755,4470,4465,1470,4465,2570,3650,3655,2050,160,160,68.5,1865,11315.1,4575,1235,840,840,920,690,1865,3675,3675,3675,2405,1865,40,70,100,95,110,80,60,55,19392,4570,1375,1150,25.2
277,5350072.02,CT,Toronto,0.5369,3141,1320,1261,555,3220,3220,950,3220,1945,2625,2630,1690,145,145,72.8,1265,5850.3,3115,865,725,725,600,435,1260,2605,2605,2605,1900,1260,15,20,45,70,55,60,60,60,31552,3115,510,470,15.1
278,5350073.0,CT,Toronto,0.35718,2605,1077,1007,495,2620,2620,935,2620,1575,2260,2260,1355,80,80,74.9,1005,7292.8,2580,715,560,555,575,340,1005,2215,2215,2215,1595,1010,25,30,25,65,60,60,55,50,22912,2580,475,455,17.6
279,5350074.0,CT,Toronto,0.3998,3848,1710,1598,840,3925,3925,1225,3925,2490,3245,3245,2015,205,205,73.2,1600,9624.8,3830,1045,765,765,870,595,1600,3175,3175,3175,2235,1600,40,35,75,90,90,75,85,95,26688,3830,895,765,20.0
280,5350075.0,CT,Toronto,0.49858,4083,1839,1760,815,3985,3985,1320,3985,2345,3350,3350,2115,125,125,67.1,1760,8190.6,4075,1070,890,890,975,730,1760,3415,3420,3415,2405,1760,30,35,60,80,105,80,90,80,23730,4075,650,610,15.0
281,5350076.0,CT,Toronto,0.45743999999999996,4415,1993,1937,870,4620,4620,1290,4615,2735,3755,3755,2405,115,115,68.6,1935,9646.1,4380,1210,955,955,965,760,1935,3605,3600,3600,2600,1935,20,45,75,105,100,80,105,85,27424,4380,745,635,14.5
282,5350077.0,CT,Toronto,0.6104,4670,1968,1907,765,4435,4430,995,4435,2775,3555,3555,2425,160,160,69.5,1905,7652.0,4640,1285,1045,1040,830,650,1905,3660,3660,3655,2815,1905,25,35,95,85,95,85,70,65,29184,4640,655,580,12.5
283,5350078.0,CT,Toronto,0.77495,6016,2980,2854,1305,5915,5915,1340,5910,3650,4980,4980,3190,135,135,71.5,2855,7760.6,5945,1610,1275,1275,1450,1255,2855,5000,5005,5005,3625,2855,65,135,205,150,140,120,130,105,24043,5945,1120,980,16.5
284,5350079.0,CT,Toronto,1.01839,7327,2986,2887,1000,7145,7145,1485,7145,4095,5665,5665,3900,135,135,66.2,2885,7194.6,7170,2030,1670,1670,1050,885,2885,5670,5670,5670,4370,2885,40,40,75,130,150,120,115,135,30848,7170,745,680,9.5
285,5350080.01,CT,Toronto,0.47192,3352,1496,1428,680,3360,3360,755,3360,2135,2815,2810,1905,45,45,70.9,1430,7104.7,3325,930,745,740,720,520,1425,2790,2790,2790,2070,1425,40,25,35,70,80,90,75,70,29088,3325,475,430,12.9
286,5350080.02,CT,Toronto,0.39054,4686,2073,2011,1060,4590,4595,2345,4595,2745,3835,3835,2135,50,50,74.1,2015,11996.9,4570,1135,800,800,1265,930,2010,3830,3830,3830,2510,2010,65,70,140,180,130,85,80,80,21424,4570,1615,1400,30.6
287,5350081.0,CT,Toronto,0.36798000000000003,2848,1140,1076,435,2850,2850,770,2850,1645,2305,2305,1595,75,75,68.2,1075,7741.2,2800,775,635,640,495,325,1080,2305,2305,2305,1695,1080,20,15,40,60,55,55,50,50,24160,2800,315,295,10.5
288,5350082.0,CT,Toronto,0.3084,2766,1060,1027,480,2740,2740,790,2740,1635,2225,2225,1470,95,95,66.9,1025,8971.8,2750,750,635,635,495,305,1025,2195,2195,2195,1655,1030,25,5,10,55,60,60,40,40,26464,2750,280,290,10.5
289,5350083.0,CT,Toronto,0.44642,4052,1908,1822,875,4005,4010,1290,4005,2255,3420,3425,2040,125,125,66.2,1825,9077.1,4045,1035,880,885,1040,820,1825,3450,3450,3450,2330,1820,30,45,85,105,95,80,65,75,20437,4045,765,715,17.7
290,5350084.0,CT,Toronto,0.40903,3810,1613,1498,685,3665,3665,855,3670,2030,2970,2965,1975,120,120,65.9,1500,9317.7,3675,980,850,850,725,535,1500,2990,2990,2995,2275,1495,35,30,45,75,60,70,50,55,28864,3670,405,385,10.5
291,5350085.0,CT,Toronto,0.49901,3994,2154,2078,1285,3975,3980,940,3975,2615,3520,3520,2405,135,135,73.1,2075,8112.9,3970,960,820,815,1365,1140,2080,3500,3495,3495,2715,2075,55,35,85,150,140,125,140,75,34944,3970,635,585,14.7
292,5350086.0,CT,Toronto,1.1385,2661,965,921,300,2505,2505,425,2505,1255,2050,2050,1300,25,25,64.3,920,2337.1,2655,745,660,655,280,185,920,2130,2130,2135,1495,920,20,5,5,30,10,30,15,20,49792,2655,170,170,6.4
293,5350087.0,CT,Toronto,1.60971,5155,2652,2491,1185,5185,5180,1255,5180,2555,4555,4555,2505,135,135,58.1,2490,3218.5,5090,1415,1290,1290,1260,1090,2495,4525,4525,4525,3000,2490,60,25,35,105,120,120,100,115,65152,5090,415,385,7.6
294,5350088.0,CT,Toronto,0.22973000000000002,3249,1997,1821,1095,3160,3160,1510,3165,1845,2970,2970,1775,40,40,67.3,1820,14144.5,3105,800,700,695,1215,1020,1820,2915,2915,2915,1995,1820,80,35,65,110,95,110,100,85,48102,3100,575,555,17.9
295,5350089.0,CT,Toronto,0.32969,3896,2995,2345,1485,3665,3665,1315,3665,2160,3505,3510,2090,35,35,68.4,2345,11816.8,3670,920,815,815,1540,1440,2345,3515,3515,3515,2395,2345,215,65,75,95,110,85,95,75,56480,3670,740,685,18.7
296,5350090.0,CT,Toronto,0.39427,4144,2584,2347,1430,3930,3925,1235,3930,2375,3635,3635,2275,55,55,64.1,2345,10512.4,3925,990,865,865,1500,1365,2345,3630,3630,3630,2570,2345,85,40,65,140,145,135,110,75,51925,3925,585,505,12.9
297,5350091.01,CT,Toronto,0.51145,6031,3639,3224,2275,5165,5165,1480,5165,3060,4915,4915,3055,245,245,72.6,3225,11788.5,5320,1235,1090,1095,2405,2000,3225,5030,5035,5035,3610,3225,235,95,130,225,165,150,145,135,37664,5320,1140,1150,21.6
298,5350091.02,CT,Toronto,0.32714,3525,2288,2009,1605,3495,3490,1015,3490,2370,3210,3210,2140,230,230,80.3,2005,10773.2,3340,680,550,550,1665,1345,2010,3090,3090,3095,2290,2010,80,150,195,110,110,75,65,60,26453,3335,920,925,27.7
299,5350092.0,CT,Toronto,0.62885,7278,4113,3718,2895,6990,6985,1830,6990,4695,6345,6350,4595,560,560,79.6,3715,11576.3,7060,1540,1370,1370,3090,2205,3720,6455,6455,6455,5225,3720,175,105,125,290,220,215,180,140,30318,7060,1265,1410,20.0
300,5350093.0,CT,Toronto,0.61785,5652,2490,2291,1420,5400,5405,1395,5405,3255,4680,4685,3150,550,550,69.6,2290,9148.6,5330,1345,1115,1115,1530,970,2290,4575,4575,4575,3580,2295,60,30,65,140,150,135,120,120,29824,5330,595,735,13.8
301,5350094.0,CT,Toronto,0.6389199999999999,4950,2177,2048,1090,4825,4830,1750,4830,3015,4220,4220,2755,370,370,73.9,2050,7742.8,4940,1290,1015,1015,1350,800,2050,4335,4340,4335,3185,2050,40,30,60,160,135,120,130,85,26125,4935,720,770,15.6
302,5350095.0,CT,Toronto,0.31549,3095,1392,1319,1030,3180,3180,1100,3175,2075,2875,2875,1950,270,270,74.8,1320,9809.8,3070,785,660,660,970,560,1315,2755,2755,2755,2055,1320,30,20,35,95,105,70,90,65,25765,3070,390,460,15.0
303,5350096.01,CT,Toronto,0.20052999999999999,1658,694,658,420,1695,1690,635,1690,1025,1490,1490,850,135,135,73.7,660,8265.2,1660,420,350,350,450,250,655,1450,1450,1445,995,660,20,15,15,40,30,35,40,40,24213,1660,230,245,14.8
304,5350096.02,CT,Toronto,0.34918000000000005,3336,1494,1398,820,3285,3285,1375,3285,2115,2965,2965,1850,240,240,75.6,1395,9553.3,3295,850,690,690,1000,590,1400,2950,2945,2950,2190,1395,30,30,35,130,110,85,70,80,27349,3295,480,515,15.6
305,5350097.01,CT,Toronto,0.3825,4322,1758,1621,1010,3985,3985,1800,3985,2585,3435,3435,2260,215,215,73.5,1620,11305.3,4155,1010,800,800,1225,685,1620,3600,3605,3605,2550,1620,30,45,65,125,95,100,105,70,22176,4150,875,895,21.6
306,5350097.03,CT,Toronto,0.17179,1207,783,679,555,1215,1220,560,1215,790,1080,1085,520,45,45,78.1,680,7029.7,1205,225,155,155,580,470,680,1085,1085,1085,580,680,30,40,140,35,25,15,20,15,16288,1205,535,505,41.9
307,5350097.04,CT,Toronto,0.32489,5462,2528,2392,1615,5505,5505,2160,5510,3750,4895,4895,3355,230,230,79.9,2395,16816.5,5375,1390,1165,1160,1620,1085,2395,4795,4790,4790,3735,2390,40,45,60,210,210,200,170,140,33061,5375,875,860,16.0
308,5350098.0,CT,Toronto,0.71535,7099,3123,3002,1550,7095,7095,2745,7090,4565,6095,6095,3925,305,305,74.5,3000,9924.5,7095,1895,1495,1495,1785,1200,3000,6095,6095,6095,4410,3000,50,75,145,220,180,165,150,165,23497,7095,1335,1245,17.5
309,5350099.0,CT,Toronto,0.5813,6585,3380,3241,1875,6550,6555,2165,6550,4400,5620,5620,3900,230,230,74.6,3240,11326.1,6550,1655,1375,1375,2055,1615,3240,5630,5630,5630,4305,3240,150,90,135,230,200,170,145,125,28432,6550,1360,1250,19.1
310,5350100.0,CT,Toronto,0.28925,2956,1492,1432,875,2740,2740,730,2735,1905,2360,2355,1685,135,135,76.3,1430,10224.8,2855,750,615,615,860,695,1435,2450,2450,2450,1995,1430,35,40,60,120,120,100,70,90,38016,2855,435,395,13.8
311,5350101.0,CT,Toronto,0.43013999999999997,3128,1595,1464,845,3240,3235,745,3240,2190,2810,2810,2080,155,155,76.6,1465,7272.7,3110,830,695,700,880,650,1460,2695,2695,2690,2170,1460,35,20,40,115,110,70,85,75,33621,3110,395,430,13.8
312,5350102.02,CT,Toronto,0.11565999999999999,4313,2688,2535,1695,4305,4310,1880,4310,3020,3945,3950,2545,65,65,77.3,2535,37309.7,4250,1050,840,835,1705,1495,2535,3890,3890,3890,2855,2535,75,115,150,205,180,165,160,120,35712,4250,1105,980,23.1
313,5350102.03,CT,Toronto,0.13087000000000001,3682,2178,2095,1180,3700,3700,1665,3700,2535,3330,3335,2330,80,80,78.7,2095,28128.3,3675,975,800,800,1255,1125,2095,3305,3305,3305,2625,2095,65,40,60,205,185,155,150,135,49216,3675,635,560,15.2
314,5350102.04,CT,Toronto,0.10128999999999999,671,309,285,135,615,615,180,610,390,510,510,355,15,15,70.9,285,6623.9,665,185,170,165,145,100,285,570,570,570,450,285,5,5,0,15,20,25,15,10,36480,670,55,65,9.7
315,5350102.05,CT,Toronto,0.11899000000000001,861,359,340,135,825,830,200,825,490,670,670,455,30,30,72.1,340,7235.3,855,230,215,210,175,115,340,690,690,690,570,340,5,5,5,15,15,20,15,10,32192,855,65,75,8.8
316,5350103.0,CT,Toronto,0.83794,6050,2627,2527,1030,5810,5815,1585,5810,3325,4895,4900,3155,145,145,64.1,2525,7221.3,5815,1625,1445,1445,1155,915,2525,4895,4895,4895,3670,2530,30,15,70,130,125,125,145,125,47360,5820,385,370,6.4
317,5350104.0,CT,Toronto,0.73732,5525,2141,2054,580,5635,5635,1165,5635,3230,4470,4470,3080,130,130,67.1,2050,7491.5,5525,1550,1375,1375,730,530,2055,4370,4375,4375,3375,2055,25,20,20,115,95,80,70,90,45120,5520,355,315,5.7
318,5350105.0,CT,Toronto,0.55453,4509,1917,1790,685,4480,4485,1145,4485,2690,3750,3755,2555,200,200,69.7,1790,8133.1,4355,1180,1010,1015,915,630,1790,3650,3650,3650,2765,1790,40,20,50,105,105,100,100,85,32853,4355,510,495,11.4
319,5350106.0,CT,Toronto,1.37076,3773,1427,1343,590,3620,3620,1930,3615,2285,3080,3085,2065,35,35,76.2,1345,2752.4,3760,1025,760,760,730,400,1345,3215,3215,3215,2370,1345,20,30,45,100,85,100,75,85,23424,3760,560,540,14.4
320,5350107.0,CT,Toronto,0.71899,5085,1880,1751,530,5085,5085,2515,5080,3025,4325,4325,2590,70,70,73.3,1750,7074.3,5080,1420,1080,1075,825,430,1750,4325,4325,4320,3060,1750,20,25,30,120,125,110,115,115,22997,5085,680,620,12.2
321,5350108.0,CT,Toronto,0.73607,6013,2679,2475,1260,6005,6010,2860,6010,3630,5095,5095,2870,135,135,72.7,2475,8168.7,6010,1550,1125,1125,1475,1030,2475,5100,5100,5095,3275,2475,35,175,225,140,140,145,105,115,18121,6010,1580,1435,23.9
322,5350109.0,CT,Toronto,0.62602,5496,2299,2203,980,5415,5415,2255,5415,3545,4705,4705,3255,170,170,75.4,2200,8778.2,5495,1580,1255,1260,1140,685,2205,4760,4765,4765,3615,2205,40,30,50,135,145,145,130,155,31616,5495,765,690,12.6
323,5350110.0,CT,Toronto,0.5455399999999999,3577,1557,1434,615,3660,3660,1635,3665,2305,3165,3165,2080,60,60,72.6,1430,6556.1,3575,1010,795,795,785,480,1435,3100,3100,3095,2215,1435,45,30,35,105,105,80,90,75,26480,3580,525,540,15.1
324,5350111.0,CT,Toronto,0.45581000000000005,2507,968,902,225,2450,2450,1205,2450,1405,2125,2125,1210,25,25,69.1,905,5499.0,2505,755,590,590,335,190,900,2130,2135,2135,1470,905,10,10,15,75,65,50,55,55,26304,2500,260,250,10.0
325,5350112.0,CT,Toronto,0.5017199999999999,5295,2181,2035,870,5315,5320,2445,5315,3280,4585,4585,2840,140,140,72.4,2035,10556.2,5265,1500,1195,1190,1000,605,2035,4580,4575,4575,3195,2035,45,20,50,145,140,130,115,115,24704,5265,710,675,12.8
326,5350113.0,CT,Toronto,0.38225,2754,1197,1118,510,2680,2680,815,2680,1645,2325,2325,1585,130,130,74.4,1120,7203.8,2735,730,590,590,640,410,1115,2365,2365,2365,1810,1120,25,25,25,85,60,60,40,65,26965,2735,390,400,14.6
327,5350114.0,CT,Toronto,0.62462,5349,2471,2369,1455,5165,5165,1665,5160,2870,4420,4425,2725,190,190,63.3,2370,8561.1,5125,1305,1050,1050,1470,1105,2370,4390,4385,4385,3030,2370,50,45,70,145,130,110,105,90,23712,5120,900,825,16.1
328,5350115.0,CT,Toronto,0.37543000000000004,4372,1670,1597,645,3935,3935,1580,3935,2395,3415,3415,2185,240,240,65.1,1600,11652.5,3985,1090,785,785,895,550,1595,3445,3440,3445,2445,1600,25,25,45,125,130,100,100,85,25536,3980,665,625,15.7
329,5350116.0,CT,Toronto,0.67913,4628,2044,1921,1065,4150,4150,1105,4155,2650,3550,3545,2560,180,180,67.2,1920,6827.0,4090,1090,895,895,1095,855,1920,3510,3510,3510,2680,1925,45,50,70,130,130,105,95,100,31456,4090,635,605,14.8
330,5350117.0,CT,Toronto,0.39107,2211,1165,1106,665,2195,2190,480,2195,1320,1930,1925,1280,70,70,69.9,1105,5653.3,2210,580,505,510,680,530,1105,1925,1930,1925,1485,1105,25,20,50,50,50,45,55,45,38272,2210,290,305,13.8
331,5350118.0,CT,Toronto,0.69384,4127,2183,1990,950,4130,4130,1055,4130,2110,3655,3655,2230,100,100,61.5,1990,5948.4,4020,1120,985,985,1080,880,1990,3595,3590,3590,2485,1990,60,25,30,85,95,110,95,110,49504,4020,460,440,10.9
332,5350119.0,CT,Toronto,0.8519,4630,2485,2310,1305,4565,4560,1345,4565,2495,4060,4055,2540,45,45,65.1,2310,5436.8,4555,1180,1070,1070,1325,1140,2310,4070,4065,4065,2970,2310,80,30,55,145,140,130,90,105,46720,4555,600,515,11.3
333,5350120.0,CT,Toronto,0.25722,1381,697,654,300,1325,1320,275,1325,705,1120,1120,755,30,30,65.6,655,5367.3,1385,405,365,365,280,245,655,1180,1180,1180,900,655,15,10,10,30,25,25,10,15,51840,1380,130,115,8.3
334,5350121.0,CT,Toronto,0.29736,2659,1629,1448,830,2475,2475,600,2475,1450,2290,2290,1425,10,10,58.3,1450,8946.8,2515,670,590,590,870,780,1445,2285,2285,2285,1560,1450,50,20,35,85,90,75,60,65,59840,2520,285,285,11.3
335,5350122.0,CT,Toronto,0.53381,6220,3655,3443,2065,6235,6235,1785,6235,3530,5575,5570,3535,90,90,65.2,3445,11654.5,6215,1585,1400,1395,2180,1870,3445,5595,5595,5595,4110,3445,95,60,75,250,190,200,165,165,51840,6215,725,715,11.5
336,5350123.0,CT,Toronto,0.07501000000000001,2268,1494,1467,1050,2260,2265,920,2265,1715,2115,2110,1540,25,25,83.7,1470,30240.0,2265,500,420,415,1100,970,1465,2110,2115,2115,1750,1465,55,30,65,140,140,115,105,80,44672,2260,460,385,17.0
337,5350124.0,CT,Toronto,0.55675,5416,3470,3278,2135,5245,5250,1580,5245,3010,4845,4850,2930,75,75,63.2,3275,9725.3,5325,1290,1140,1140,2180,1990,3280,4890,4890,4890,3390,3280,125,45,70,240,245,215,190,175,55893,5325,725,650,12.2
