GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5807: Bicycle,v_CA16_61: 15 to 64 years,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)"
5350275.00,CT,Toronto,1.97559,5836,2451,2347,30,3580,61.4,2345,2953.6,5785,1610,1420,1425,900,755,2345,4890,4895,4890,3355,2350,25,15,30,95,115,115,105,80,55296,5785,455,355,6.1
5350276.01,CT,Toronto,1.22609,6446,2764,2642,10,4025,62.5,2645,5257.3,6380,1615,1355,1355,1295,1045,2640,5150,5150,5150,3585,2640,50,40,65,160,140,140,120,100,34155,6380,785,690,10.8
5350276.02,CT,Toronto,1.28263,6870,2514,2398,30,4465,65.0,2400,5354.6,6865,1885,1645,1645,790,535,2400,5415,5415,5415,3990,2400,40,20,35,130,105,85,85,55,36224,6865,515,505,7.4
5350277.00,CT,Toronto,1.02778,4084,1323,1220,20,2630,64.4,1220,3973.1,4085,975,870,870,425,265,1220,3105,3105,3105,2275,1220,25,10,20,55,35,50,50,40,28736,4080,415,360,8.8
5350278.00,CT,Toronto,1.3337,7734,2944,2679,20,4705,60.8,2680,5798.0,7720,1845,1550,1550,1285,890,2680,5930,5930,5930,4020,2680,45,30,75,185,160,140,130,100,25280,7720,1210,1050,13.6
5350279.01,CT,Toronto,1.21444,4028,1665,1523,20,2585,64.3,1525,3317.1,4015,1160,930,930,665,420,1525,3455,3455,3450,2340,1520,25,15,25,125,90,90,80,75,31723,4015,455,425,10.6
5350279.02,CT,Toronto,1.57835,6503,2195,2117,0,3930,60.5,2115,4120.5,5810,1630,1225,1225,970,600,2115,4955,4955,4955,3155,2115,40,15,40,205,165,145,120,95,27584,5810,920,710,12.2
5350280.00,CT,Toronto,2.14172,7333,2993,2920,15,4985,68.0,2920,3424.1,7285,2030,1420,1415,1355,975,2920,6030,6035,6035,4030,2920,45,60,120,280,240,210,145,110,27952,7285,1760,1335,18.3
5350281.01,CT,Toronto,0.96206,6484,2324,2256,10,4590,70.9,2255,6740.8,6485,1820,1175,1175,960,560,2255,5260,5255,5260,3510,2260,35,55,105,175,180,135,110,115,21675,6480,1555,1250,19.3
5350281.02,CT,Toronto,0.41638,3940,1350,1306,0,2690,68.3,1310,9462.1,3935,1055,585,585,600,310,1305,3060,3060,3060,2035,1305,20,10,30,140,140,95,90,50,26240,3935,1060,825,21.0
5350282.00,CT,Toronto,2.22534,4480,1663,1607,0,3140,70.1,1605,2021.4,4475,1270,1040,1040,630,405,1610,3835,3835,3835,2710,1610,25,15,20,115,125,105,100,110,34944,4475,415,355,7.9
5350283.01,CT,Toronto,0.9285,5399,1965,1938,0,3470,64.3,1935,5814.8,5220,1465,855,850,830,540,1940,4200,4195,4200,2645,1935,25,40,95,185,140,130,110,65,21856,5220,1490,1120,21.5
5350283.02,CT,Toronto,1.16712,4542,1761,1712,0,2670,58.8,1715,3892.0,4530,1275,735,735,690,475,1710,3625,3625,3625,2000,1710,20,50,75,110,70,65,65,55,20592,4530,1600,1240,27.4
5350284.00,CT,Toronto,1.41266,6840,2427,2349,10,4450,65.1,2350,4841.8,6595,1880,1450,1450,1005,585,2350,5540,5540,5540,3685,2350,35,20,35,245,210,160,150,125,27584,6600,1075,825,12.5
5350285.00,CT,Toronto,1.1118,3271,1269,1207,0,2135,65.3,1205,2942.6,3260,920,710,710,570,345,1205,2830,2825,2825,1850,1205,10,15,20,100,110,60,50,65,27712,3265,420,335,10.3
5350286.00,CT,Toronto,3.24625,4273,1987,1704,10,3015,70.5,1705,1316.1,4205,1150,780,780,900,605,1705,3655,3655,3655,2365,1705,35,35,55,140,115,125,95,65,29472,4200,975,810,19.3
5350287.02,CT,Toronto,1.05804,6732,2401,2246,40,4090,60.8,2250,6364.8,6270,1595,1125,1130,1200,750,2245,4935,4935,4935,3440,2250,35,30,50,250,200,160,145,100,27776,6270,1280,1095,17.5
5350287.03,CT,Toronto,0.48415,3432,1444,1305,10,2280,66.4,1305,7088.0,3425,810,365,365,665,530,1305,2610,2610,2610,1570,1305,40,55,90,130,85,80,60,40,23328,3430,1390,1090,31.8
5350287.04,CT,Toronto,0.59394,4474,2069,2017,15,2770,62.1,2015,7530.7,4465,1005,775,775,1235,1030,2015,3610,3615,3615,2445,2020,50,40,75,170,120,120,100,75,26688,4465,785,665,14.9
5350288.00,CT,Toronto,2.63071,9970,4165,4002,65,7115,71.4,4000,3790.9,9930,2615,2060,2065,2090,1465,4005,8220,8220,8220,6240,4000,75,70,100,355,315,265,235,210,32432,9925,1425,1220,12.3
5350289.00,CT,Toronto,1.3028,4713,1779,1725,0,3170,67.3,1725,3618.7,4690,1330,1030,1030,790,470,1725,4020,4020,4020,2715,1725,15,15,25,150,125,105,85,90,28365,4690,680,600,12.8
5350290.01,CT,Toronto,0.94404,3620,1515,1475,0,2535,69.9,1475,3834.3,3620,995,655,655,770,540,1475,3025,3030,3025,2050,1475,35,10,45,165,120,105,65,55,27328,3620,935,715,19.8
5350290.02,CT,Toronto,0.34585,1534,782,717,0,1160,75.6,715,4434.8,1535,405,300,295,410,325,715,1315,1310,1310,995,715,25,15,25,70,75,60,45,40,39296,1530,310,240,15.7
5350291.02,CT,Toronto,1.14643,4947,2010,1927,0,3135,63.2,1925,4315.6,4945,1335,1015,1010,1010,680,1930,4160,4160,4160,2515,1930,30,70,115,145,120,115,90,75,19776,4940,1005,845,17.1
5350291.03,CT,Toronto,0.41741,2302,945,903,0,1535,66.5,905,5516.4,2300,655,465,465,450,285,905,1980,1985,1980,1260,905,5,5,20,75,75,65,55,35,29760,2305,435,345,15.0
5350291.04,CT,Toronto,0.51571,1585,680,654,0,1080,68.1,655,3073.5,1585,445,300,300,320,235,650,1355,1350,1350,890,655,10,5,10,60,65,40,55,30,36224,1585,300,235,14.8
5350292.00,CT,Toronto,3.74218,6721,2893,2247,10,4695,69.9,2250,1796.3,6705,1795,1220,1220,1190,610,2250,5435,5435,5435,3705,2245,35,25,80,200,165,135,130,145,23520,6705,1300,1150,17.2
5350293.00,CT,Toronto,2.0619,6242,2197,2103,10,4250,68.2,2105,3132.4,6240,1780,1345,1340,815,455,2105,5140,5140,5140,3555,2105,20,30,30,170,160,135,140,140,33877,6240,810,645,10.3
5350294.01,CT,Toronto,0.85923,4386,1586,1547,0,2880,65.7,1545,5104.2,4385,1255,855,855,650,360,1550,3565,3560,3565,2360,1545,20,20,30,145,135,105,100,65,29355,4385,910,660,15.1
5350294.02,CT,Toronto,1.02545,4504,1453,1384,0,3025,67.1,1385,4392.0,4500,1270,885,880,655,255,1385,3835,3835,3840,2415,1385,5,15,20,95,90,100,90,100,24875,4500,620,510,11.3
5350295.00,CT,Toronto,1.0824,5180,2035,1907,0,3565,68.8,1905,4785.7,5175,1450,1060,1060,915,545,1905,4365,4370,4370,2885,1910,25,15,50,190,145,125,105,105,29472,5175,885,750,14.5
5350296.00,CT,Toronto,4.6433,64,19,19,0,45,66.7,20,13.8,60,20,10,15,5,0,15,55,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
5350297.01,CT,Toronto,1.13952,7313,3119,3027,15,4885,66.7,3030,6417.7,7160,1950,1530,1530,1650,1170,3025,6185,6185,6185,4250,3030,85,50,75,205,215,185,165,170,24885,7155,1395,1200,16.8
5350297.02,CT,Toronto,1.50956,6502,2716,2552,15,4205,64.8,2555,4306.5,6495,1740,1475,1480,1230,880,2555,5440,5435,5440,3740,2550,50,30,65,130,165,145,150,100,25856,6495,1025,880,13.5
5350298.00,CT,Toronto,2.27223,4661,1605,1566,10,3215,69.0,1565,2051.1,4660,1240,1045,1045,600,345,1565,3715,3715,3715,2865,1570,25,10,35,105,85,65,75,55,26880,4660,515,430,9.2
5350299.01,CT,Toronto,2.89291,6256,2319,2207,20,4350,69.5,2210,2162.5,6160,1720,1455,1450,920,545,2210,5105,5105,5110,3715,2205,40,25,45,115,125,105,80,90,31808,6160,840,735,11.9
5350299.02,CT,Toronto,0.1593,5247,3019,2815,0,4025,76.8,2815,32937.9,5245,1415,1195,1195,1780,1420,2815,4825,4825,4825,3205,2815,265,95,80,210,180,165,175,155,41152,5240,1475,1320,25.2
5350300.00,CT,Toronto,1.03364,13667,7532,6956,10,11065,81.0,6955,13220.2,13660,3705,3155,3160,4065,3315,6955,12170,12170,12170,8575,6955,715,195,210,465,480,445,445,395,46581,13660,3790,3400,24.9
5350301.01,CT,Toronto,0.90166,2915,1087,1071,0,1900,65.2,1070,3253.3,2905,845,700,695,420,265,1070,2390,2390,2390,1675,1070,20,10,15,80,70,60,75,55,35712,2910,410,345,11.9
5350301.03,CT,Toronto,0.2736,6949,2944,2789,10,5285,76.0,2790,25398.4,6945,1810,1505,1500,1610,1035,2790,5765,5760,5760,3820,2790,260,100,125,255,215,220,175,130,20624,6945,2445,2110,30.4
5350301.04,CT,Toronto,1.42622,5859,2615,2502,10,4580,78.1,2500,4107.8,5860,1500,1180,1180,1555,1060,2500,5055,5055,5055,3465,2505,180,60,70,210,180,190,165,155,26112,5855,1790,1530,26.1
5350302.01,CT,Toronto,1.22921,6253,2406,2358,20,4050,64.9,2360,5088.3,6250,1840,1525,1525,1005,640,2360,5515,5515,5515,3485,2355,40,25,35,180,170,165,135,135,33600,6250,810,705,11.3
5350302.02,CT,Toronto,1.08389,6140,2092,2037,15,4140,67.5,2035,5663.7,6130,1770,1410,1405,915,400,2035,5260,5260,5255,3245,2035,60,35,40,190,150,135,115,110,20400,6135,1290,1165,19.0
5350302.03,CT,Toronto,0.69385,3425,1205,1124,0,2375,69.3,1125,4935.9,3425,955,780,780,630,260,1125,2985,2985,2990,1920,1125,45,15,25,85,85,70,60,50,18272,3425,670,650,19.0
5350303.00,CT,Toronto,1.06327,5355,1893,1819,0,3890,72.6,1820,5035.7,5350,1470,1120,1120,840,415,1820,4455,4455,4455,2905,1820,75,30,65,170,155,135,105,70,20224,5345,1645,1400,26.2
5350304.01,CT,Toronto,0.24931,4541,1633,1610,0,3265,71.9,1610,18215.0,4540,1255,940,940,680,400,1610,3665,3660,3660,2395,1610,65,40,45,145,135,120,95,70,26752,4535,1370,1115,24.6
5350304.02,CT,Toronto,1.21224,4777,1885,1832,0,2970,62.3,1830,3941.1,4590,1420,1205,1205,670,470,1835,3995,3995,3995,2700,1835,50,25,30,110,100,110,110,90,50645,4590,545,465,10.1
5350304.03,CT,Toronto,0.99547,2898,994,968,0,1985,68.6,970,2998.1,2895,860,635,635,300,150,965,2455,2450,2455,1595,970,10,10,20,65,55,50,55,55,36224,2895,520,410,14.2
5350304.04,CT,Toronto,0.23444,3724,1415,1404,10,2680,71.8,1405,15887.4,3720,1040,835,835,635,400,1405,3065,3065,3065,2065,1405,50,35,50,145,115,110,95,80,27072,3720,1015,810,21.8
5350304.05,CT,Toronto,0.703,2847,1112,1096,10,1575,55.1,1095,4050.4,2835,810,685,690,600,335,1095,2540,2540,2540,1410,1095,20,10,15,100,80,80,55,65,29184,2830,540,475,16.8
5350304.06,CT,Toronto,0.74893,5807,2258,2207,0,3905,67.2,2205,7754.0,5800,1640,1370,1375,1110,670,2205,5040,5045,5045,3270,2210,70,35,50,165,170,155,135,120,27947,5800,1185,1015,17.5
5350305.01,CT,Toronto,2.44425,4451,1626,1564,10,2855,64.2,1565,1842.0,4430,1355,1195,1200,510,275,1560,3930,3930,3930,2495,1565,30,25,30,70,75,60,60,55,39552,4430,565,505,11.4
5350305.03,CT,Toronto,0.71145,4914,2338,2178,10,3430,69.7,2175,6907.5,4900,1435,1155,1155,970,775,2180,4295,4295,4295,2765,2175,110,55,65,160,140,160,105,115,41312,4905,1270,1070,21.8
5350305.04,CT,Toronto,1.00966,9133,5153,4822,10,7095,77.7,4820,9093.0,8905,2420,2055,2050,2855,2430,4820,8050,8050,8055,5665,4820,435,170,175,355,385,345,300,270,42453,8905,2660,2325,26.1
5350306.01,CT,Toronto,1.17222,4574,1586,1478,0,3180,69.6,1475,3902.4,4575,1290,1015,1015,580,285,1480,3900,3900,3900,2305,1475,45,35,45,100,80,80,55,55,21056,4575,1140,1005,22.0
5350306.02,CT,Toronto,1.11852,4793,1831,1714,10,3390,70.8,1715,4283.3,4775,1335,1150,1145,710,455,1710,4125,4125,4125,2615,1715,90,30,45,90,95,90,100,85,36395,4775,950,870,18.2
5350307.03,CT,Toronto,0.11011,5039,2359,2238,0,3700,73.3,2240,45726.0,5030,1415,1085,1090,1120,855,2240,4425,4430,4430,2435,2235,250,75,80,145,130,105,125,90,34560,5030,2000,1720,34.2
5350307.04,CT,Toronto,0.15295,7035,3530,3360,10,5305,75.3,3360,45980.4,7030,1900,1550,1550,1945,1500,3360,6335,6335,6330,3840,3360,305,115,115,240,200,200,190,150,37248,7030,2270,1970,28.0
5350307.05,CT,Toronto,0.10463,3581,2038,1926,10,2990,83.5,1925,34235.2,3575,925,775,775,1290,1015,1925,3300,3300,3300,2190,1925,270,60,90,175,130,130,110,110,30208,3580,1300,1155,32.3
5350307.06,CT,Toronto,0.10419,5424,2374,2266,0,4030,74.3,2270,52053.7,5300,1495,1260,1260,1070,810,2265,4600,4600,4600,2670,2265,260,75,100,150,150,110,140,110,29472,5300,2020,1710,32.3
5350307.07,CT,Toronto,1.22458,6321,2651,2366,10,4575,72.4,2365,5160.8,6300,1705,1435,1435,1225,730,2365,5485,5485,5485,3305,2365,155,55,70,160,155,140,120,85,25984,6300,1750,1565,24.8
5350308.02,CT,Toronto,1.42465,4310,1688,1588,40,2865,66.5,1585,3025.0,4305,1210,1055,1050,660,430,1585,3680,3680,3680,2460,1590,40,25,35,75,65,70,70,60,25280,4305,575,500,11.6
5350308.03,CT,Toronto,0.39669,1147,425,385,0,765,66.8,385,2891.4,1150,325,290,290,170,80,385,965,965,965,635,385,5,5,10,15,20,20,25,10,27520,1145,140,135,11.8
5350308.04,CT,Toronto,1.08521,11479,5941,5576,15,8145,70.9,5575,10577.8,11275,2925,2475,2475,3600,2730,5580,10290,10290,10285,6230,5575,515,195,205,350,305,285,280,265,23219,11275,3820,3315,29.4
5350309.00,CT,Toronto,0.74182,6383,2354,2308,10,4545,71.2,2310,8605.9,6200,1695,1200,1200,1225,690,2305,5290,5290,5290,3715,2305,40,35,80,240,210,185,150,120,22880,6200,1485,1260,20.3
5350310.01,CT,Toronto,1.42763,3512,1271,1204,0,2230,63.5,1205,2470.3,3395,975,815,815,460,265,1205,2855,2850,2850,2015,1205,15,10,20,55,80,85,55,50,31744,3390,335,305,9.0
5350310.02,CT,Toronto,2.23548,5048,2028,1858,0,3495,69.2,1860,2357.4,5030,1390,1085,1090,850,525,1860,4230,4230,4230,2985,1860,30,25,60,140,135,120,90,80,26880,5030,925,700,13.9
5350311.02,CT,Toronto,0.89054,5823,2308,2141,25,3920,67.3,2140,6536.8,5820,1565,1085,1085,1160,695,2140,4955,4955,4955,3095,2140,35,75,90,165,160,120,140,115,20843,5820,1230,1025,17.6
5350311.03,CT,Toronto,0.79713,2651,923,863,10,1730,65.3,865,3326.2,2640,755,550,550,385,185,865,2270,2270,2270,1400,865,10,5,15,75,70,55,55,60,26656,2640,385,305,11.6
5350311.04,CT,Toronto,0.95755,6552,2436,2247,25,4450,67.9,2245,6845.7,6550,1845,1305,1305,1025,555,2245,5520,5520,5515,3595,2250,30,25,60,245,190,130,125,120,25203,6550,1155,910,13.9
5350311.05,CT,Toronto,0.34549,6823,2681,2593,35,5070,74.4,2590,19748.2,6815,1670,1130,1130,1910,1010,2595,5720,5715,5715,4060,2595,85,50,90,265,255,175,145,120,19051,6815,2085,1920,28.2
5350311.06,CT,Toronto,10.24442,5744,2703,2326,20,4835,84.2,2325,561.4,5735,1170,850,855,2400,1195,2325,5065,5060,5065,3640,2325,185,75,85,200,170,135,140,100,14400,5740,1860,2035,35.5
5350312.02,CT,Toronto,0.524,3448,1185,1077,10,2325,67.5,1080,6580.2,3445,920,565,565,610,250,1075,2765,2765,2765,1785,1075,5,15,25,100,85,75,85,60,22566,3445,835,650,18.9
5350312.03,CT,Toronto,1.48726,6420,2219,2164,10,4170,64.9,2165,4316.5,6400,1800,1090,1090,970,530,2165,5190,5190,5195,3240,2160,25,25,70,215,190,155,135,105,25424,6395,1345,1115,17.4
5350312.04,CT,Toronto,0.72554,5763,1820,1718,15,3675,63.8,1720,7942.4,5525,1480,795,790,855,380,1720,4290,4290,4290,2505,1720,20,30,45,180,130,115,95,60,22336,5525,1800,1455,26.3
5350312.05,CT,Toronto,0.34587,3836,1348,1295,10,2530,66.0,1295,11089.9,3830,1020,425,425,655,325,1295,2845,2845,2840,1650,1295,15,35,60,140,85,75,40,40,18650,3835,1650,1350,35.2
5350312.06,CT,Toronto,0.45844,3444,1086,1058,10,2240,65.0,1060,7513.1,3440,935,575,575,495,230,1060,2795,2795,2795,1650,1060,10,10,20,120,65,65,55,55,24064,3440,825,620,18.0
5350312.07,CT,Toronto,0.6247,3076,1312,1221,0,1725,56.1,1220,4929.5,3075,835,580,580,650,475,1220,2710,2710,2710,1375,1225,10,25,40,75,75,45,50,50,18480,3080,700,620,20.1
5350313.00,CT,Toronto,2.89834,5554,1945,1808,10,3685,66.4,1810,1938.6,5550,1545,1080,1085,820,400,1805,4580,4585,4580,3020,1805,25,15,20,165,135,135,125,115,26624,5550,845,705,12.7
5350314.01,CT,Toronto,0.4281,5036,1741,1676,0,3425,68.0,1675,11766.4,5035,1375,865,865,745,390,1675,3885,3885,3885,2515,1675,35,35,35,200,155,110,80,70,24192,5035,1580,1245,24.7
5350314.02,CT,Toronto,1.12467,4955,1704,1568,10,3330,67.1,1570,4610.6,4950,1355,1010,1010,680,330,1570,4120,4115,4120,2555,1570,25,20,50,175,115,135,110,70,26027,4950,1095,905,18.3
5350315.01,CT,Toronto,1.51758,3368,1223,1122,10,2045,60.8,1125,2285.1,3360,990,795,795,420,225,1120,2910,2910,2910,1760,1120,5,5,10,90,85,75,65,50,28480,3360,290,265,7.9
5350315.02,CT,Toronto,0.42796,3543,1170,1076,0,2295,64.7,1075,8283.8,3545,970,745,745,400,215,1080,2870,2870,2875,1635,1075,10,15,20,110,105,95,85,45,26048,3545,955,725,20.5
5350315.03,CT,Toronto,6.01015,5505,1895,1699,0,3550,64.5,1700,915.9,5505,1505,1095,1100,730,340,1700,4475,4480,4475,2695,1700,25,30,30,130,135,100,105,90,24512,5505,1205,1000,18.2
5350316.01,CT,Toronto,1.7746,3910,1301,1224,25,2370,60.6,1225,2203.2,3745,1065,800,800,550,275,1220,3210,3205,3210,1965,1225,10,10,15,115,90,85,80,85,25749,3745,490,400,10.7
5350316.03,CT,Toronto,0.40066,5888,2039,1948,20,4085,69.4,1950,14694.3,5885,1535,885,890,960,510,1950,4580,4580,4580,2755,1950,45,45,80,240,170,140,85,85,24000,5880,1950,1430,24.3
5350316.04,CT,Toronto,0.46506,4275,1760,1679,10,2745,64.2,1680,9193.5,4270,1035,490,495,955,690,1680,3325,3325,3325,1785,1675,40,55,110,150,120,95,60,50,17980,4270,1955,1585,37.1
5350316.05,CT,Toronto,0.40614,3992,1373,1309,15,2650,66.4,1310,9827.7,3985,1040,595,600,675,340,1310,3085,3085,3085,1810,1310,30,25,60,130,105,90,75,45,19584,3985,1300,1045,26.2
5350316.06,CT,Toronto,0.40499,3672,1198,1164,15,2410,65.7,1165,9064.4,3670,975,495,495,505,265,1165,2765,2765,2765,1680,1160,15,35,50,115,80,65,60,40,19360,3670,1410,1115,30.4
5350317.02,CT,Toronto,0.43231,7347,3408,3336,25,4615,62.8,3335,16999.1,7335,2000,1535,1535,1960,1415,3335,6525,6525,6525,3965,3335,105,95,145,255,220,165,175,140,19136,7335,2305,1955,26.7
5350317.03,CT,Toronto,1.19309,3688,1264,1245,10,2540,68.9,1245,3090.8,3685,1110,925,930,455,215,1245,3230,3235,3230,2275,1245,15,5,25,90,80,75,75,90,25664,3690,530,460,12.5
5350317.04,CT,Toronto,0.72206,6627,2594,2534,15,4485,67.6,2535,9179.9,6615,1880,1410,1415,1155,730,2535,5600,5605,5605,3790,2535,40,40,65,225,225,180,150,125,28245,6620,1670,1270,19.2
5350317.05,CT,Toronto,0.54133,2229,834,811,0,1530,68.4,810,4499.4,2230,615,505,505,475,235,810,1995,1995,1995,1360,810,20,15,15,55,45,50,45,50,23616,2225,365,345,15.5
5350318.00,CT,Toronto,1.90637,8574,3568,3330,15,6460,75.4,3330,4497.7,8550,2300,1840,1840,2025,1165,3330,7630,7630,7630,4800,3330,310,100,100,230,235,185,160,150,17946,8550,2460,2215,25.9
5350319.00,CT,Toronto,1.20157,4191,1616,1527,10,2955,70.3,1525,3487.8,4185,1185,975,975,745,395,1525,3685,3685,3685,2330,1525,50,30,45,110,90,90,80,50,24213,4185,1045,930,22.2
5350320.01,CT,Toronto,0.73678,5197,2103,2036,20,3330,64.1,2035,7054.4,5030,1395,1070,1070,1140,715,2040,4355,4360,4360,2795,2035,45,45,95,165,140,110,85,75,20562,5030,1515,1195,23.8
5350320.02,CT,Toronto,0.85276,5869,2129,2067,10,4115,70.1,2070,6883.7,5870,1640,1285,1280,1125,550,2065,5150,5150,5150,3390,2065,50,40,55,160,155,155,130,105,24080,5865,1195,1135,19.4
5350321.01,CT,Toronto,1.25768,3830,1340,1258,0,2585,67.5,1260,3046.0,3825,1120,970,970,510,225,1260,3365,3365,3365,2145,1260,35,20,30,50,80,55,70,60,21696,3830,695,640,16.7
5350321.02,CT,Toronto,1.2172,4030,1497,1429,10,2885,71.6,1430,3310.6,4000,1130,965,960,690,365,1430,3555,3555,3555,2215,1430,55,25,40,100,95,80,65,70,25248,4000,960,895,22.4
5350322.01,CT,Toronto,0.20805,4737,2371,2242,15,3750,79.3,2240,22774.0,4735,1245,950,950,1440,1020,2240,4320,4320,4320,2670,2245,240,90,100,180,160,160,115,110,24896,4730,1745,1535,32.5
5350322.02,CT,Toronto,1.40695,3500,1262,1185,10,1975,56.4,1185,2487.4,2970,770,675,675,720,455,1185,2710,2710,2710,1515,1185,60,20,40,70,45,55,30,35,17773,2970,860,790,26.6
5350323.01,CT,Toronto,1.04061,4289,1746,1706,0,2735,63.8,1705,4148.4,4290,1250,1025,1030,715,510,1705,3735,3735,3735,2275,1705,40,35,30,125,120,100,110,95,37862,4290,895,745,17.4
5350323.02,CT,Toronto,1.85999,5367,1935,1849,10,2840,52.9,1850,2895.3,4885,1510,1315,1315,670,435,1850,4400,4400,4400,2640,1850,35,15,25,125,110,105,90,85,40128,4885,655,540,11.1
5350324.01,CT,Toronto,1.1954,3498,1214,1143,0,2385,68.1,1140,2958.9,3485,1035,765,765,410,180,1140,3015,3015,3015,1860,1145,15,20,25,80,60,60,55,70,18624,3485,785,660,18.9
5350324.02,CT,Toronto,1.89369,6123,2256,2133,0,4185,68.3,2130,3233.9,6115,1820,1355,1350,870,410,2135,5340,5335,5335,3195,2135,60,55,80,135,115,115,110,85,16896,6120,1500,1370,22.4
5350324.03,CT,Toronto,2.16991,3862,1762,1701,0,1870,48.6,1705,1781.9,3855,1140,1000,1005,875,610,1700,3535,3540,3535,1755,1700,50,25,35,90,100,120,65,70,20208,3855,810,690,17.9
5350324.05,CT,Toronto,0.65612,3388,1405,1382,10,2035,59.9,1385,5163.1,3380,950,790,790,675,490,1380,2980,2985,2980,1695,1385,35,20,40,60,70,75,60,60,17750,3385,875,710,21.0
5350324.06,CT,Toronto,0.65762,3561,1219,1182,0,2415,68.0,1180,5433.3,3560,1050,880,880,340,185,1185,2945,2945,2945,2020,1180,30,15,15,90,65,95,75,90,36480,3560,525,455,12.8
5350330.00,CT,Toronto,2.19348,4288,1757,1730,10,2585,60.3,1730,1954.7,4210,1265,1075,1070,670,510,1730,3675,3675,3675,2425,1730,15,5,20,120,95,115,100,100,42912,4210,315,285,6.8
5350331.01,CT,Toronto,1.52013,5629,2287,2261,0,3395,60.4,2260,3703.0,5440,1585,1245,1250,940,715,2260,4685,4685,4685,3130,2265,25,15,20,175,160,150,155,140,47504,5440,425,365,6.7
5350331.03,CT,Toronto,0.51039,6162,1931,1877,0,4100,66.5,1880,12072.9,6155,1590,1095,1095,700,360,1880,4530,4525,4525,2735,1880,40,30,65,210,145,115,85,55,20384,6155,2535,1960,31.8
5350331.04,CT,Toronto,1.06015,3212,1288,1261,0,2085,64.9,1260,3029.9,3060,850,670,675,560,450,1265,2655,2655,2655,1810,1260,20,15,25,130,90,105,85,75,43392,3060,375,290,9.5
5350332.00,CT,Toronto,1.52621,7350,2914,2785,0,4950,67.3,2785,4815.6,7225,1925,1270,1270,1345,960,2785,5895,5895,5895,3500,2785,45,135,215,230,185,135,130,90,19392,7225,2415,1975,27.3
5350333.00,CT,Toronto,2.39935,4695,1710,1644,10,3200,68.3,1645,1956.9,4690,1355,1065,1065,590,360,1640,3940,3935,3935,2710,1645,15,20,20,95,95,115,95,80,39232,4690,685,580,12.4
5350334.00,CT,Toronto,2.38519,3500,1358,1274,10,2320,66.4,1275,1470.2,3450,1000,850,850,435,305,1275,2880,2880,2880,2045,1270,25,15,15,70,70,65,70,70,37504,3455,375,335,9.7
5350335.00,CT,Toronto,2.23151,7740,3026,2984,15,5140,66.3,2985,3468.1,7660,2065,1615,1620,1365,1020,2985,6435,6435,6435,4065,2985,60,50,110,245,185,170,150,135,23008,7660,1765,1350,17.6
5350336.00,CT,Toronto,1.63381,6772,2553,2393,30,4725,69.8,2395,4144.2,6600,1890,1510,1510,1020,615,2395,5625,5630,5625,3940,2395,40,30,55,190,170,160,140,140,29568,6600,845,810,12.3
5350337.01,CT,Toronto,0.20168,721,357,316,0,515,71.5,315,3574.6,720,185,115,115,185,135,315,595,595,595,390,315,5,15,25,35,10,20,15,15,18848,720,230,215,29.9
5350337.02,CT,Toronto,0.61933,2155,888,862,10,1275,59.4,865,3480.3,1865,540,365,365,425,335,865,1570,1570,1570,1040,865,15,25,35,75,50,45,40,40,25984,1870,480,385,20.6
5350338.00,CT,Toronto,1.65013,5956,2729,2627,30,4150,69.7,2625,3609.5,5815,1575,1265,1265,1310,1075,2625,4945,4950,4945,3495,2625,55,180,140,155,170,130,120,120,23952,5815,955,850,14.6
5350339.00,CT,Toronto,1.83851,6687,3110,3000,70,4380,65.4,3000,3664.7,6685,1885,1555,1555,1330,1150,3000,5610,5610,5610,4050,3000,50,40,65,195,195,170,160,150,42222,6685,640,530,7.9
