,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2409: $15,000 to $19,999","v_CA16_2410: $20,000 to $24,999","v_CA16_2411: $25,000 to $29,999","v_CA16_2412: $30,000 to $34,999","v_CA16_2413: $35,000 to $39,999","v_CA16_2414: $40,000 to $44,999","v_CA16_2415: $45,000 to $49,999"
510,20,5350367.02,CT,Toronto,1.0306799999999998,3548,1218,1186,10,10,15,15,30,35,40,50,60,55
511,10,5350368.01,CT,Toronto,0.8884700000000001,6843,3786,3582,530,130,135,155,140,175,145,165,150,155
512,0,5350368.02,CT,Toronto,1.57328,4315,1464,1399,20,25,30,130,50,75,40,65,50,40
513,10,5350369.0,CT,Toronto,2.4665,8094,2520,2441,25,35,40,65,75,100,125,135,120,150
514,10,5350370.01,CT,Toronto,1.76665,9977,3792,3725,65,80,145,230,185,215,195,205,240,210
515,20,5350370.02,CT,Toronto,2.27382,5580,1849,1803,30,25,35,55,70,85,90,95,100,80
516,10,5350370.03,CT,Toronto,0.8572299999999999,4137,1409,1357,10,10,25,50,55,55,70,80,75,60
517,20,5350371.0,CT,Toronto,3.7152300000000005,7626,2691,2570,35,45,55,90,110,95,135,125,110,105
518,0,5350372.0,CT,Toronto,1.33184,4346,1504,1440,15,5,20,25,50,45,70,45,55,65
519,15,5350373.0,CT,Toronto,0.9606899999999999,4806,1869,1801,40,25,55,95,85,90,95,90,105,95
520,15,5350374.01,CT,Toronto,1.18795,4848,1717,1656,30,20,25,45,55,55,65,85,80,85
521,10,5350374.02,CT,Toronto,0.80225,3215,1084,1053,10,10,20,30,40,40,40,50,50,45
522,0,5350374.03,CT,Toronto,0.80821,4184,1718,1655,35,25,55,265,75,105,75,80,90,65
523,15,5350375.01,CT,Toronto,0.95309,6324,2817,2733,90,95,135,385,170,225,155,140,125,100
524,0,5350375.02,CT,Toronto,0.61463,1959,702,694,5,5,0,15,25,20,25,15,25,25
525,0,5350375.03,CT,Toronto,0.81361,5318,1917,1866,25,35,80,100,115,120,100,105,115,95
526,0,5350375.04,CT,Toronto,0.9242799999999999,5300,1667,1633,35,15,20,35,45,80,70,75,75,60
527,10,5350375.05,CT,Toronto,1.13069,7208,2484,2449,75,25,45,90,100,105,110,95,105,95
528,10,5350376.01,CT,Toronto,1.04665,5094,1697,1584,40,40,65,80,60,75,80,100,65,75
529,15,5350376.02,CT,Toronto,0.8583,5176,1656,1614,20,20,25,70,75,100,120,105,90,110
530,0,5350376.04,CT,Toronto,1.1940600000000001,5460,1866,1804,65,20,45,95,85,95,90,70,80,75
531,10,5350376.05,CT,Toronto,1.30767,6860,2045,1998,40,25,35,100,75,105,100,100,65,70
532,0,5350376.06,CT,Toronto,2.19192,484,229,219,5,0,5,50,30,25,15,10,10,5
533,15,5350376.08,CT,Toronto,0.87879,6157,2176,2123,30,15,35,75,85,100,115,125,125,115
534,10,5350376.09,CT,Toronto,0.80105,4638,1644,1602,45,35,35,85,70,90,90,105,75,70
535,10,5350376.11,CT,Toronto,0.47043999999999997,3416,1067,1014,40,15,15,30,40,55,60,50,70,60
536,10,5350376.12,CT,Toronto,0.91215,5318,1922,1887,35,20,25,55,65,85,105,85,90,65
537,0,5350376.13,CT,Toronto,0.51098,3902,1386,1362,30,30,25,75,50,75,85,75,50,65
538,0,5350376.14,CT,Toronto,0.7362,3763,1091,1053,15,5,10,15,35,40,45,45,30,35
539,0,5350376.15,CT,Toronto,0.92289,3696,1574,1518,45,35,30,70,70,105,100,70,70,65
540,10,5350376.16,CT,Toronto,0.27148,4226,1672,1621,75,25,45,90,125,135,115,105,90,80
541,25,5350377.01,CT,Toronto,2.06027,8996,3752,3574,205,80,100,140,150,205,145,155,160,180
542,10,5350377.02,CT,Toronto,1.9059599999999999,4405,1493,1407,30,15,30,35,50,60,80,50,60,75
543,10,5350377.03,CT,Toronto,0.65012,2815,892,868,10,5,15,25,25,30,30,25,30,40
544,20,5350377.04,CT,Toronto,0.8833200000000001,5939,1746,1682,30,20,25,55,35,85,75,95,85,75
545,0,5350377.06,CT,Toronto,0.51169,3809,1001,980,20,15,20,20,30,35,50,30,45,35
546,20,5350377.07,CT,Toronto,0.76461,4857,1321,1282,20,15,20,40,30,60,55,50,40,50
547,0,5350378.02,CT,Toronto,1.05954,3257,979,929,30,20,20,20,45,35,45,45,40,45
548,10,5350378.03,CT,Toronto,2.2069099999999997,7363,2503,2434,45,30,55,70,70,95,90,110,85,115
549,10,5350378.04,CT,Toronto,1.27906,6148,1826,1753,25,25,35,45,60,80,95,110,105,85
550,0,5350378.05,CT,Toronto,0.7275699999999999,3907,1235,1201,10,10,25,40,45,40,50,50,50,40
551,10,5350378.06,CT,Toronto,1.7906,6063,1754,1671,20,15,20,45,60,70,65,75,90,90
552,0,5350378.07,CT,Toronto,2.80032,7099,2311,2226,50,25,45,70,70,100,100,135,110,115
553,10,5350378.08,CT,Toronto,0.88574,6263,1997,1953,20,20,35,90,70,80,100,90,100,85
554,0,5350378.11,CT,Toronto,0.9633700000000001,5693,1748,1713,20,20,35,60,50,70,80,90,80,90
555,10,5350378.12,CT,Toronto,0.78391,5181,1904,1828,40,40,70,170,100,120,115,105,105,95
556,10,5350378.14,CT,Toronto,0.9291299999999999,3892,1184,1168,25,10,15,30,35,70,50,60,65,75
557,10,5350378.16,CT,Toronto,0.63484,6103,2005,1923,30,15,40,65,70,95,105,85,100,90
558,10,5350378.17,CT,Toronto,0.47397,3336,961,903,5,5,10,20,30,30,30,55,35,50
559,0,5350378.18,CT,Toronto,0.09093,2765,1114,1100,30,15,30,95,65,125,90,75,70,65
560,10,5350378.19,CT,Toronto,4.5159199999999995,5162,1438,1411,15,10,15,30,20,65,50,65,65,75
561,0,5350378.2,CT,Toronto,0.10951,2093,775,769,10,10,15,60,40,75,70,55,55,35
562,0,5350378.21,CT,Toronto,0.70181,3948,1056,1043,15,5,10,25,10,40,35,40,55,45
563,10,5350378.22,CT,Toronto,0.53214,3454,891,877,10,5,15,15,20,25,35,30,40,35
564,10,5350378.23,CT,Toronto,1.53025,4095,1334,1302,20,15,20,60,40,85,55,55,50,55
565,10,5350378.24,CT,Toronto,2.52877,6109,2218,2147,50,35,50,190,115,190,110,130,90,105
566,10,5350378.25,CT,Toronto,4.76673,7931,1885,1858,10,10,10,15,20,35,25,55,50,55
567,10,5350378.26,CT,Toronto,1.66052,4761,1165,1144,0,0,10,10,10,15,10,35,30,30
568,0,5350378.27,CT,Toronto,20.2249,5806,1556,1530,15,15,15,15,15,35,35,35,60,50
569,0,5350378.28,CT,Toronto,2.25257,7175,2041,1925,15,20,20,35,35,65,65,70,75,80
570,0,5350802.01,CT,Toronto,2.2159999999999997,3829,1290,1267,10,5,10,15,15,20,25,30,20,30
571,0,5350802.02,CT,Toronto,2.4403099999999998,5675,1844,1826,10,5,15,10,25,30,30,30,35,35
