,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5: 0 to 14 years,v_CA16_4: 0 to 14 years,v_CA16_6: 0 to 14 years,v_CA16_62: 15 to 64 years,v_CA16_61: 15 to 64 years,v_CA16_63: 15 to 64 years,v_CA16_245: 65 years and over,v_CA16_244: 65 years and over,v_CA16_246: 65 years and over,v_CA16_380: Average age,v_CA16_379: Average age,v_CA16_381: Average age,v_CA16_386: 0 to 14 years,v_CA16_385: 0 to 14 years,v_CA16_387: 0 to 14 years,v_CA16_389: 15 to 64 years,v_CA16_388: 15 to 64 years,v_CA16_390: 15 to 64 years,v_CA16_392: 65 years and over,v_CA16_391: 65 years and over,v_CA16_393: 65 years and over,v_CA16_395: 85 years and over
378,10,5350301.03,CT,Toronto,0.2736,6949,2944,2789,605,1180,580,2685,5285,2600,210,480,270,32.4,33.3,34.2,17.3,17.1,16.8,76.7,76,75.4,6.1,6.9,7.7,0.3
379,10,5350301.04,CT,Toronto,1.42622,5859,2615,2502,400,805,405,2215,4580,2365,195,480,285,34.3,35.4,36.4,14.2,13.7,13.1,78.6,78.1,77.5,6.9,8.2,9.3,0.4
380,20,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,365,740,375,1920,4050,2135,630,1460,830,44.2,45.5,46.7,12.5,11.8,11.2,65.9,64.9,63.9,21.6,23.4,24.9,2.4
381,15,5350302.02,CT,Toronto,1.08389,6140,2092,2037,450,870,425,2020,4140,2125,520,1125,605,40.7,41.8,42.8,15,14.3,13.5,67.6,67.5,67.3,17.4,18.2,19.2,2.2
382,0,5350302.03,CT,Toronto,0.69385,3425,1205,1124,220,435,215,1185,2375,1185,280,610,330,40.8,41.7,42.5,13,12.8,12.4,70.1,69.3,68.3,16.9,18,19,1.2
383,0,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,485,895,410,1890,3890,2005,255,570,315,36.3,37.5,38.6,18.5,16.6,15,72,72.6,73.4,9.7,10.6,11.7,1
384,0,5350304.01,CT,Toronto,0.24931,4541,1633,1610,440,875,435,1580,3265,1680,175,400,230,34.9,35.7,36.4,20.1,19.3,18.6,72.1,71.9,71.9,8,8.9,9.8,0.7
385,0,5350304.02,CT,Toronto,1.21224,4777,1885,1832,305,595,295,1370,2970,1605,510,1210,700,44.5,46.3,47.7,14,12.5,11.2,62.8,62.3,61.8,23.2,25.3,27,3
386,0,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,210,445,235,905,1985,1080,205,470,265,39.9,41.1,42,16.3,15.4,14.6,68.6,68.6,68.6,15.5,16.2,16.8,1.1
387,10,5350304.04,CT,Toronto,0.23444,3724,1415,1404,350,660,305,1275,2680,1400,175,390,215,35.7,37.1,38.5,19.7,17.7,15.9,70.8,71.8,72.9,9.7,10.3,11.2,0.8
388,10,5350304.05,CT,Toronto,0.703,2847,1112,1096,160,290,135,740,1575,830,415,980,570,48,50.1,51.8,12.2,10.2,8.5,56.5,55.1,54.4,31.3,34.6,37.5,5
389,0,5350304.06,CT,Toronto,0.74893,5807,2258,2207,410,760,345,1880,3905,2025,485,1150,660,41.2,43.3,45.2,14.8,13,11.4,67.7,67.2,66.7,17.5,19.7,21.9,1.4
390,10,5350305.01,CT,Toronto,2.44425,4451,1626,1564,255,505,245,1385,2855,1475,535,1090,560,45.7,46.5,47.3,11.8,11.3,10.7,63.6,64.2,64.7,24.7,24.5,24.3,3.9
391,10,5350305.03,CT,Toronto,0.71145,4914,2338,2178,315,605,295,1610,3430,1820,375,875,505,40.8,42.2,43.4,13.7,12.4,11.3,69.9,69.7,69.8,16.1,17.8,19.3,2.4
392,10,5350305.04,CT,Toronto,1.00966,9133,5153,4822,475,855,385,3330,7095,3770,440,1180,740,37.4,39.3,40.9,11.1,9.4,7.8,78.4,77.7,77,10.4,12.9,15.1,1.8
393,0,5350306.01,CT,Toronto,1.17222,4574,1586,1478,345,675,330,1480,3180,1700,340,720,375,39.5,40.6,41.6,15.9,14.8,13.7,68.4,69.6,70.7,15.9,15.6,15.6,1.8
394,10,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,340,655,315,1585,3390,1805,360,745,385,40,40.9,41.8,14.9,13.7,12.5,69.6,70.8,71.9,15.5,15.6,15.3,1.3
395,0,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,320,605,290,1655,3700,2040,300,735,435,39,40.2,41.2,13.8,12,10.5,73,73.3,73.9,13.2,14.6,15.8,1.8
396,10,5350307.04,CT,Toronto,0.15295,7035,3530,3360,330,700,365,2500,5305,2795,430,1035,605,39.5,40.5,41.4,10.3,9.9,9.7,76.7,75.3,74.4,13.2,14.7,16.1,2
397,10,5350307.05,CT,Toronto,0.10463,3581,2038,1926,135,280,145,1335,2990,1650,140,310,170,36.4,37,37.6,8.7,7.8,7.4,82.9,83.5,84,8.7,8.7,8.9,1.2
398,0,5350307.06,CT,Toronto,0.10419,5424,2374,2266,365,700,330,1865,4030,2165,320,690,370,38.5,39.4,40.2,14.3,12.9,11.5,73,74.3,75.4,12.5,12.7,12.9,2.2
399,10,5350307.07,CT,Toronto,1.22458,6321,2651,2366,420,815,395,2145,4575,2430,420,925,500,39.6,40.5,41.3,14.2,13,11.9,71.7,72.4,73,14.2,14.6,15.2,1.3
400,40,5350308.02,CT,Toronto,1.42465,4310,1688,1588,320,625,300,1435,2865,1435,385,820,435,42.6,43.7,44.8,15.2,14.5,14.1,66.8,66.5,66.1,18,19,20,2.8
401,0,5350308.03,CT,Toronto,0.39669,1147,425,385,95,180,90,400,765,365,95,200,105,39.9,41.7,43.7,16.1,15.7,15.3,67.8,66.8,65.8,16.1,17.5,18.9,1.7
402,15,5350308.04,CT,Toronto,1.08521,11479,5941,5576,515,985,470,3850,8145,4300,895,2350,1455,40.8,43,44.9,9.8,8.5,7.6,73.1,70.9,69.1,17,20.5,23.4,3
403,10,5350309.0,CT,Toronto,0.74182,6383,2354,2308,465,915,450,2055,4545,2495,360,925,565,38.3,40.4,42.1,16,14.3,12.8,71.3,71.2,71.1,12.5,14.6,16.1,2.3
404,0,5350310.01,CT,Toronto,1.42763,3512,1271,1204,290,540,250,1135,2230,1095,325,740,415,42,43.8,45.7,16.6,15.4,14.2,64.9,63.5,62.3,18.6,21.1,23.5,4
405,0,5350310.02,CT,Toronto,2.23548,5048,2028,1858,420,805,385,1710,3495,1785,335,750,415,39.1,40.5,41.9,17,15.9,14.7,69.4,69.2,69.2,13.6,14.9,15.9,2.6
406,25,5350311.02,CT,Toronto,0.89054,5823,2308,2141,450,865,410,1895,3920,2025,445,1040,595,40.2,41.6,42.9,16.3,14.8,13.7,67.8,67.3,66.8,15.9,17.8,19.6,2.1
407,10,5350311.03,CT,Toronto,0.79713,2651,923,863,180,375,190,860,1730,875,245,545,300,42,42.8,43.5,14,14.2,13.9,66.9,65.3,63.7,18.7,20.6,22.3,3.1
408,25,5350311.04,CT,Toronto,0.95755,6552,2436,2247,545,1035,485,2045,4450,2405,475,1075,595,39.4,40.5,41.6,17.8,15.7,13.9,66.7,67.9,69,15.5,16.3,17.1,1.6
409,35,5350311.05,CT,Toronto,0.34549,6823,2681,2593,575,1100,530,2640,5070,2440,285,650,370,33.9,35.2,36.7,16.3,16.1,15.9,75.4,74.4,73.1,8.2,9.5,11.1,0.7
410,20,5350311.06,CT,Toronto,10.24442,5744,2703,2326,335,675,345,2560,4835,2280,120,230,110,32,32.3,32.7,11.1,11.7,12.6,84.9,84.2,83.5,4,4,4,0.2
411,10,5350312.02,CT,Toronto,0.524,3448,1185,1077,350,685,335,1115,2325,1210,185,440,255,36.9,37.8,38.7,21.1,19.9,18.4,67.4,67.5,67.4,11.5,12.6,14.2,0.9
412,10,5350312.03,CT,Toronto,1.48726,6420,2219,2164,605,1205,605,1920,4170,2250,445,1045,595,38.7,39.4,40,20.2,18.8,17.4,64.7,64.9,65.2,15.1,16.3,17.2,2.7
413,15,5350312.04,CT,Toronto,0.72554,5763,1820,1718,615,1235,615,1720,3675,1960,360,850,490,36.4,37.8,39,23,21.4,20,63.8,63.8,63.8,13.2,14.8,16,1.9
414,10,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,505,985,480,1100,2530,1430,130,315,185,31.5,33,34.2,29,25.7,22.9,63.2,66,68.3,7.5,8.3,8.8,0.9
415,10,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,335,645,310,995,2240,1245,225,560,330,37.5,39.2,40.6,21.5,18.7,16.4,64,65,66.3,14.5,16.1,17.5,1.9
416,0,5350312.07,CT,Toronto,0.6247,3076,1312,1221,200,370,165,800,1725,925,440,985,540,47,48.2,49.2,13.8,12,10.1,55.7,56.1,56.4,30.8,32,33.1,3.8
417,10,5350313.0,CT,Toronto,2.89834,5554,1945,1808,485,965,480,1785,3685,1905,405,900,495,39.1,39.9,40.6,18.1,17.4,16.7,66.7,66.4,66.1,15.1,16.2,17.2,2.2
418,0,5350314.01,CT,Toronto,0.4281,5036,1741,1676,575,1150,570,1630,3425,1795,220,465,245,34.1,34.6,35,23.8,22.8,22,67.4,68,68.5,9.1,9.2,9.4,0.8
419,10,5350314.02,CT,Toronto,1.12467,4955,1704,1568,425,835,405,1600,3330,1725,355,795,440,38.5,39.8,41,17.9,16.8,15.7,67.2,67.1,67,14.7,16,17.1,1.7
420,10,5350315.01,CT,Toronto,1.51758,3368,1223,1122,245,450,205,1020,2045,1025,405,875,470,43.7,44.9,46.2,14.4,13.5,12.3,61.3,60.8,60.1,24,26,27.6,2.4
421,0,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,330,670,345,1110,2295,1185,270,580,305,38.2,38.7,39.1,19,19,18.8,64.9,64.7,64.3,15.8,16.4,16.6,2
422,0,5350315.03,CT,Toronto,6.01015,5505,1895,1699,510,1025,525,1755,3550,1795,395,930,530,38.6,39.5,40.4,19,18.6,18.3,66,64.5,63.1,14.8,16.8,18.6,2.1
423,25,5350316.01,CT,Toronto,1.7746,3910,1301,1224,260,540,280,1160,2370,1210,430,1000,575,44.3,45.7,47,13.8,13.8,13.6,62.7,60.6,58.7,23.2,25.6,27.9,4.6
424,20,5350316.03,CT,Toronto,0.40066,5888,2039,1948,685,1305,625,1925,4085,2170,210,495,285,33.1,34.4,35.5,24.3,22.2,20.3,68.2,69.4,70.4,7.5,8.4,9.3,0.4
425,10,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,455,945,495,1235,2745,1510,250,580,330,35.4,36.5,37.4,23.5,22.1,21.2,63.7,64.2,64.9,12.9,13.6,14.1,0.8
426,15,5350316.05,CT,Toronto,0.40614,3992,1373,1309,480,900,420,1235,2650,1410,195,440,245,34.4,35.2,36,25.1,22.6,20.2,64.8,66.4,68.2,10.4,11,11.8,1
427,15,5350316.06,CT,Toronto,0.40499,3672,1198,1164,455,910,455,1020,2410,1385,155,355,200,32.5,34,35.3,27.7,24.8,22.2,63.1,65.7,67.6,9.2,9.7,10,0.6
428,25,5350317.02,CT,Toronto,0.43231,7347,3408,3336,430,820,385,2100,4615,2515,695,1915,1220,43.5,46.7,49.2,13.3,11.2,9.3,65.3,62.8,61,21.6,26,29.5,3.7
429,10,5350317.03,CT,Toronto,1.19309,3688,1264,1245,240,455,215,1260,2540,1285,330,690,365,42.2,43.3,44.4,13.1,12.3,11.6,68.9,68.9,69.1,17.8,18.9,19.6,1.4
430,15,5350317.04,CT,Toronto,0.72206,6627,2594,2534,515,1015,500,2095,4485,2390,465,1130,670,39.6,41.1,42.4,16.7,15.4,14.2,68.3,67.6,67.1,15.1,17,18.7,2.6
431,0,5350317.05,CT,Toronto,0.54133,2229,834,811,120,235,110,745,1530,785,195,465,275,43.2,45.3,47.2,11.8,10.5,9.4,70.1,68.4,67.1,18,21.1,23.9,2.8
432,15,5350318.0,CT,Toronto,1.9063700000000001,8574,3568,3330,485,925,435,3015,6460,3445,540,1190,650,39.2,40.2,41.1,12,10.8,9.6,74.6,75.4,76,13.4,13.9,14.3,1.7
433,10,5350319.0,CT,Toronto,1.20157,4191,1616,1527,275,500,225,1485,2955,1465,330,740,410,41.7,43.2,44.6,13.2,11.8,10.5,71.1,70.3,70,15.8,17.6,19.5,2.2
434,20,5350320.01,CT,Toronto,0.73678,5197,2103,2036,350,670,320,1535,3330,1795,465,1195,730,42.3,44.9,47.1,14.9,12.9,11.2,65.3,64.1,63.3,19.8,23.1,25.7,2.8
435,10,5350320.02,CT,Toronto,0.8527600000000001,5869,2129,2067,385,720,335,1915,4115,2195,450,1040,585,41,42.9,44.5,14,12.3,10.6,69.6,70.1,70.4,16.5,17.6,18.9,2.2
436,0,5350321.01,CT,Toronto,1.25768,3830,1340,1258,225,460,235,1280,2585,1305,365,785,420,43.8,44.4,45,12,12,12,68.3,67.5,66.8,19.5,20.5,21.5,2.7
437,10,5350321.02,CT,Toronto,1.2172,4030,1497,1429,235,445,210,1440,2885,1435,320,705,385,41.8,43,44.1,11.8,11,10.3,72.4,71.6,70.8,16,17.5,18.7,2
438,15,5350322.01,CT,Toronto,0.20805,4737,2371,2242,210,415,205,1710,3750,2045,230,570,345,37.7,39.1,40.2,9.8,8.8,7.9,79.7,79.3,78.8,10.7,12,13.1,1.4
439,10,5350322.02,CT,Toronto,1.40695,3500,1262,1185,140,265,125,965,1975,1010,480,1265,785,48.5,52.2,55.2,8.8,7.6,6.5,61.2,56.4,52.6,30.3,36,40.6,6.3
440,0,5350323.01,CT,Toronto,1.04061,4289,1746,1706,290,555,265,1270,2735,1465,415,1000,585,43.2,45.2,47,14.6,13,11.3,64.1,63.8,63.4,21,23.3,25.3,3
441,10,5350323.02,CT,Toronto,1.8599900000000003,5367,1935,1849,250,485,240,1350,2840,1490,810,2040,1230,50.2,52.9,55.1,10.2,9,8.1,56.3,52.9,50.3,33.8,38,41.5,6.3
442,0,5350324.01,CT,Toronto,1.1954,3498,1214,1143,255,470,220,1095,2385,1290,300,640,340,40.5,41.7,42.9,15.5,13.6,11.6,66.6,68.1,69.7,18.2,18.4,18.6,1.8
443,0,5350324.02,CT,Toronto,1.89369,6123,2256,2133,425,780,355,1940,4185,2240,525,1155,630,41.1,42.7,44.1,14.8,12.8,10.9,67.1,68.3,69.6,18.3,18.9,19.6,2.4
444,0,5350324.03,CT,Toronto,2.16991,3862,1762,1701,180,315,135,910,1870,965,685,1670,985,51.2,54.3,57,10.1,8.3,6.5,51.3,48.6,46.3,38.6,43.3,47.2,7.3
445,10,5350324.05,CT,Toronto,0.65612,3388,1405,1382,220,400,180,945,2035,1090,385,960,570,44.7,47.3,49.6,14.5,11.7,9.5,61,59.9,59.2,24.8,28.2,31.3,2.6
446,0,5350324.06,CT,Toronto,0.65762,3561,1219,1182,345,615,270,1130,2415,1290,225,525,305,38.9,40.4,41.8,20.6,17.3,14.5,66.5,68,69.4,13.2,14.7,16.1,1.2
447,10,5350330.0,CT,Toronto,2.19348,4288,1757,1730,295,535,245,1255,2585,1325,515,1165,640,46.1,48.1,49.9,14.3,12.6,11.1,60.9,60.3,59.8,25.1,27.1,29.1,4.6
448,0,5350331.01,CT,Toronto,1.52013,5629,2287,2261,380,755,375,1595,3395,1800,570,1475,905,44.4,46.9,49,14.9,13.4,12.2,62.6,60.4,58.5,22.5,26.2,29.4,3.7
449,0,5350331.03,CT,Toronto,0.51039,6162,1931,1877,840,1630,785,1990,4100,2110,185,435,250,31.3,32.2,33,27.9,26.4,25,66,66.5,67.1,6.1,7.1,7.9,0.5
450,0,5350331.04,CT,Toronto,1.06015,3212,1288,1261,185,405,215,990,2085,1095,295,720,425,44.4,46.2,47.8,12.9,12.8,12.6,67.3,64.9,63,20.1,22.4,24.4,4.8
451,0,5350332.0,CT,Toronto,1.52621,7350,2914,2785,695,1325,630,2315,4950,2635,465,1075,610,38.4,39.8,41,20,18.1,16.4,66.5,67.3,67.9,13.4,14.6,15.7,1.9
452,10,5350333.0,CT,Toronto,2.39935,4695,1710,1644,400,755,355,1555,3200,1650,330,735,405,40.2,41.6,43,17.5,16.1,14.9,68.1,68.3,68.5,14.4,15.7,16.8,1.5
453,10,5350334.0,CT,Toronto,2.38519,3500,1358,1274,285,575,290,1165,2320,1160,280,605,325,41.8,42.5,43.2,16.2,16.4,16.3,67.5,66.4,65.4,16.2,17.3,18.3,1.7
454,15,5350335.0,CT,Toronto,2.2315099999999997,7740,3026,2984,620,1245,630,2530,5140,2610,585,1355,770,40.6,41.6,42.5,16.5,16.1,15.7,67.8,66.3,65.1,15.7,17.5,19.2,1.9
455,30,5350336.0,CT,Toronto,1.63381,6772,2553,2393,525,970,445,2320,4725,2405,480,1075,595,41.1,42.2,43.2,15.8,14.4,12.9,69.8,69.8,69.8,14.4,15.8,17.1,2
456,0,5350337.01,CT,Toronto,0.20168,721,357,316,55,125,70,260,515,255,40,80,40,39.1,38.1,37.2,15.7,17.4,20.5,74.3,71.5,69.9,11.4,11.1,11,0
457,10,5350337.02,CT,Toronto,0.61933,2155,888,862,145,295,150,615,1275,660,230,580,350,45.6,47.8,49.6,14.6,13.9,12.9,61.8,59.4,56.9,23.1,27.1,30.2,5
458,30,5350338.0,CT,Toronto,1.6501299999999999,5956,2729,2627,425,870,440,2100,4150,2050,420,940,520,42.2,43,43.8,14.4,14.6,14.6,71.2,69.7,68,14.2,15.8,17.4,1.2
459,70,5350339.0,CT,Toronto,1.8385099999999999,6687,3110,3000,535,1075,540,2050,4380,2325,525,1235,710,41.8,43.1,44.3,17.2,16.1,15.1,66.1,65.4,64.9,16.7,18.5,19.8,1.3
460,15,5350340.0,CT,Toronto,1.27488,6771,2557,2457,660,1265,605,2365,4735,2365,350,770,420,37.4,37.9,38.5,19.4,18.8,18,70.1,69.9,69.7,10.4,11.4,12.4,1.2
461,10,5350341.02,CT,Toronto,0.77866,4379,1860,1777,285,605,320,1430,2820,1390,340,950,610,42,44.3,46.3,13.8,13.8,13.8,69.2,64.5,59.9,16.5,21.7,26.3,1.7
462,0,5350341.03,CT,Toronto,0.40538,3436,1465,1334,510,955,440,1115,2320,1210,75,160,85,32,31.9,31.9,30,27.8,25.6,65.6,67.7,69.5,4.1,4.7,4.9,0.3
463,25,5350341.04,CT,Toronto,0.67099,6030,2261,2171,635,1305,665,2105,4180,2075,235,550,310,35.2,35.6,36,21.3,21.6,22,70.6,69.2,67.9,7.9,9,10.2,0.7
464,25,5350342.0,CT,Toronto,1.2329700000000001,7561,2414,2376,730,1420,690,2525,5305,2785,330,835,505,36.3,37.6,38.8,20.4,18.8,17.3,70.4,70.2,69.8,9.2,11,12.6,1
465,0,5350343.0,CT,Toronto,1.09816,4218,1620,1517,335,640,305,1495,2925,1430,300,660,360,40.5,41.2,41.9,15.9,15.2,14.6,70,69.3,68.2,14.1,15.5,17,1.4
466,10,5350344.01,CT,Toronto,1.06274,5186,1990,1880,400,745,340,1790,3510,1730,410,930,520,40.7,42,43.4,15.4,14.4,13.3,68.8,67.8,66.5,15.8,17.9,20,2.5
467,0,5350344.02,CT,Toronto,0.22083000000000003,3365,1850,1829,260,470,210,1020,2320,1300,230,575,345,42.1,44,45.5,17.2,14,11.3,67.3,68.9,70.1,15.2,17.1,18.6,1
468,15,5350345.0,CT,Toronto,0.78754,3938,1328,1258,305,590,290,1365,2755,1390,280,590,315,40.6,41,41.4,15.7,15,14.3,70.2,69.9,69.8,14.4,15.1,15.8,2.1
469,20,5350346.01,CT,Toronto,1.5199799999999999,4634,1717,1609,495,975,475,1560,3210,1650,215,450,240,36.1,36.7,37.2,21.8,20.9,20.1,68.9,69.3,69.6,9.3,9.7,10.1,0.9
470,10,5350346.02,CT,Toronto,0.40049,5388,2066,2029,485,1020,535,1805,3810,2005,215,555,340,35.7,36.9,38,19.4,18.9,18.6,72.1,70.8,69.6,8.6,10.3,11.8,1
471,10,5350347.0,CT,Toronto,1.50409,2833,931,924,210,430,225,1110,2125,1015,125,275,150,36.5,37.4,38.3,14.5,15.4,16.2,76.6,75.1,73.3,8.6,9.7,10.5,0.3
472,40,5350348.0,CT,Toronto,2.31904,5601,2007,1972,395,805,410,1775,3700,1935,425,1095,670,41.4,43.7,45.6,15.1,14.3,13.6,68.3,66.2,64,16.4,19.6,22.2,3.7
473,25,5350349.0,CT,Toronto,0.8761700000000001,5720,2335,2309,470,935,465,1965,4100,2135,285,685,400,37.5,39,40.3,17.3,16.3,15.4,72.2,71.7,71.3,10.3,12,13.5,1.5
474,20,5350350.0,CT,Toronto,3.3616599999999996,5419,2063,1986,420,835,415,1775,3540,1765,405,1045,645,41.5,43.2,44.8,16.2,15.4,14.7,68.4,65.3,62.5,15.6,19.2,22.7,2.7
475,10,5350351.01,CT,Toronto,0.9748600000000001,5497,2130,2051,460,885,425,1800,3710,1910,395,905,510,39.6,40.7,41.7,17.4,16.1,14.9,67.9,67.4,67,14.9,16.4,17.9,1.5
476,10,5350351.02,CT,Toronto,0.56565,2756,1116,1088,205,405,205,925,1915,990,190,440,245,40,41.3,42.5,15.2,14.7,14.2,70,69.5,69.1,14.4,15.8,17,1.1
477,15,5350352.0,CT,Toronto,1.1271200000000001,5309,1945,1892,405,825,425,1750,3590,1840,345,895,545,40.6,42,43.3,16.2,15.6,14.9,70,67.7,65.5,13.8,16.8,19.4,2
478,0,5350353.02,CT,Toronto,1.21341,5305,1697,1649,490,955,465,1730,3540,1805,355,810,450,38.5,39.4,40.4,19,18,17.1,67.2,66.7,66.2,13.8,15.2,16.5,1.6
479,0,5350353.03,CT,Toronto,0.40919,3107,1100,1075,255,500,250,1020,2130,1110,195,480,285,39.2,40.5,41.7,17.4,16.1,15.2,69.6,68.6,67.7,13.3,15.5,17.4,1.7
480,10,5350353.04,CT,Toronto,0.62956,4509,1650,1590,450,915,465,1435,2985,1555,245,610,360,37.3,38.4,39.5,21.1,20.2,19.5,67.2,66.2,65.1,11.5,13.4,15.3,1.4
481,25,5350354.0,CT,Toronto,1.33283,5403,1826,1695,400,785,385,1815,3595,1780,450,1020,570,41.2,42.6,43.8,15,14.6,14.1,68.1,66.5,65.1,16.9,18.9,20.8,2.3
482,0,5350355.02,CT,Toronto,1.105,5214,1980,1919,415,790,375,1615,3460,1845,410,965,560,40.4,42.2,43.9,17,15.1,13.5,66.2,66.3,66.5,16.8,18.5,20,1.2
483,0,5350355.04,CT,Toronto,0.5770000000000001,5270,1810,1776,505,950,445,1590,3480,1885,315,840,525,37.7,40.1,42.2,20.9,18.1,15.4,65.9,65.9,66.1,13,16,18.4,2.7
484,0,5350355.05,CT,Toronto,0.31432,3033,1056,993,345,625,280,895,1955,1055,190,455,270,36,37.5,38.8,24.1,20.6,17.4,62.6,64.3,65.7,13.3,15,16.8,1.7
485,0,5350355.06,CT,Toronto,0.1923,1643,603,559,200,395,200,500,1090,590,60,150,90,32.3,33.8,35.1,26.3,24.4,22.7,65.8,66.5,67.6,8.6,9.5,10.2,1.3
486,15,5350356.0,CT,Toronto,1.55598,4833,1633,1555,370,760,385,1540,3075,1535,430,1000,570,42.1,43.3,44.3,15.8,15.7,15.5,65.7,63.6,61.4,18.3,20.7,22.7,3
487,0,5350357.01,CT,Toronto,1.05106,7123,2490,2404,850,1620,775,2080,4355,2280,475,1145,670,35.5,37.1,38.6,25,22.7,20.7,61.1,61.2,61.2,14,16.1,18,1.9
488,0,5350357.02,CT,Toronto,1.10589,4940,1774,1693,620,1210,585,1450,3200,1755,240,530,285,33.9,34.9,35.8,27,24.5,22.3,62.6,64.8,67,10.4,10.6,10.9,0.9
489,10,5350358.01,CT,Toronto,1.1101299999999998,3397,1180,1129,295,535,240,1105,2245,1135,285,620,335,40.4,41.8,43.1,17.6,15.7,14,65.8,66,66.4,17,18.4,19.6,0.9
490,0,5350358.02,CT,Toronto,0.6179100000000001,4732,2021,1955,395,795,405,1475,3125,1650,300,815,510,38.8,40.7,42.3,18.2,16.7,15.8,68.1,66.1,64.3,13.9,17.1,20.1,2.1
491,10,5350358.03,CT,Toronto,1.09741,5598,2304,2217,520,975,460,1900,3915,2010,310,710,400,38,39,40,18.9,17.4,16,69.7,70,69.9,11.4,12.7,13.9,0.9
492,0,5350359.0,CT,Toronto,2.23634,7558,2773,2687,715,1390,675,2375,5100,2730,435,1065,635,37.1,39,40.6,20.1,18.3,16.7,67.2,67.5,67.5,12.2,14.2,15.7,1.8
493,10,5350360.0,CT,Toronto,4.55616,6107,2040,1998,465,950,490,2030,4130,2100,475,1020,550,41,41.6,42.2,15.6,15.5,15.6,68.2,67.6,67,16,16.8,17.4,2.4
494,0,5350361.01,CT,Toronto,2.95729,5804,1963,1928,405,830,430,1855,3790,1935,585,1185,600,42.8,43.2,43.5,14.2,14.4,14.5,65.2,65.2,65.4,20.6,20.4,20.1,1.2
495,0,5350361.02,CT,Toronto,2.46272,7558,2476,2451,660,1315,650,2395,5035,2640,585,1200,620,39.8,40.3,40.8,18.2,17.4,16.7,65.8,66.6,67.4,15.9,15.9,15.8,1
496,0,5350362.01,CT,Toronto,2.5287900000000003,6300,2153,2083,510,1015,510,1975,4240,2265,485,1045,555,39.5,40.7,41.7,17.2,16.1,15.2,66.7,67.4,68.1,16.3,16.6,16.8,1
497,15,5350362.02,CT,Toronto,1.9434900000000002,5628,1731,1626,370,745,375,1955,3930,1975,470,955,485,41.5,42,42.6,13.2,13.2,13.2,69.9,69.8,69.5,16.8,17,17.1,0.9
498,10,5350362.03,CT,Toronto,3.3025800000000003,6866,2176,2074,420,800,380,2260,4630,2365,725,1440,715,42.9,43.5,44.1,12.2,11.7,11,66.5,67.4,68.3,21.3,21,20.6,1.5
499,0,5350362.04,CT,Toronto,1.3530799999999998,5019,1796,1756,345,640,300,1535,3200,1665,485,1180,695,42.1,44.7,47,14.4,12.7,11.3,64.9,63.7,62.7,20.5,23.5,26.2,1.9
500,0,5350363.02,CT,Toronto,1.19757,3253,1115,1106,230,445,215,1035,2170,1140,300,635,335,41.9,42.7,43.5,14.7,13.8,13,65.8,66.8,67.2,18.8,19.5,19.8,2.2
501,0,5350363.04,CT,Toronto,1.12713,3668,1119,1106,305,560,255,1260,2585,1320,255,530,280,39.2,40,40.7,16.8,15.2,13.7,69.2,70.2,71.2,14,14.4,15.1,0.8
502,0,5350363.05,CT,Toronto,0.50329,4538,1776,1694,490,975,490,1550,3230,1680,150,335,185,32.5,33.3,34.1,22.2,21.5,20.6,71.1,71.2,71.4,6.7,7.4,7.8,0.5
503,0,5350363.06,CT,Toronto,0.82891,7307,3439,3326,525,1010,490,2485,5350,2865,435,950,515,38.2,39,39.7,15.3,13.8,12.5,72.2,73.2,74.2,12.5,13,13.3,1.3
504,0,5350363.07,CT,Toronto,2.2765400000000002,5338,1971,1925,495,1005,510,1895,3660,1765,265,670,405,35,36.5,38,18.8,18.8,19,71.2,68.5,65.9,10.2,12.5,15.1,0.9
505,10,5350364.01,CT,Toronto,2.90673,5996,2034,1973,480,900,425,1920,3905,1985,500,1195,690,41.1,42.8,44.4,16.4,14.9,13.5,66.2,65.1,64,17.2,19.9,22.3,2.4
506,0,5350364.02,CT,Toronto,0.74379,3053,1004,957,240,470,230,995,1990,990,255,595,345,41.6,43,44.3,16.2,15.2,14.4,67.3,65.2,63.6,17.2,19.5,22,2.4
507,0,5350365.0,CT,Toronto,1.5674,6497,2028,1946,525,1065,540,2270,4465,2200,420,965,550,38.6,39.5,40.4,16.4,16.3,16.4,70.7,68.7,66.9,13.1,14.9,16.6,1.6
508,10,5350366.0,CT,Toronto,1.44064,6136,2143,2069,535,1025,490,2000,4155,2155,415,960,545,38.9,40.4,41.7,18.3,16.7,15.2,67.8,67.7,67.6,13.9,15.6,17.1,2
