,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1: Age Stats,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2345: Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_404: Total private dwellings,v_CA16_404: Total private dwellings.1,v_CA16_407: Land area in square kilometres,"v_CA16_401: Population, 2016","v_CA16_403: Population percentage change, 2011 to 2016",v_CA16_406: Population density per square kilometre,v_CA16_6751: Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,v_CA16_6754: Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,v_CA16_6757: Median employment income in 2015 for full-year full-time workers ($),v_CA16_6760: Average employment income in 2015 for full-year full-time workers ($),v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5627: Worked,"v_CA16_5630: Worked full year, full time",v_CA16_5633: Worked part year and/or part time,"v_TX2016_349: Taxfilers and dependents by single year of age, 2016 - Total","v_TX2017_349: Taxfilers and dependents by single year of age, 2017 - Total","v_TX2018_349: Taxfilers and dependents by single year of age, 2018 - Total"
364,5350132.0,CT,Toronto,0.92464,5467,2155,2038,5465,4425,4425,4425,4425,2155,2155,0.92,5467,-0.1,5912.8,4350,1485,66483,154199,4350,3270,1555,1715,5290,5260,5340
365,5350133.0,CT,Toronto,0.66745,7339,3629,3408,7340,6190,6185,6190,6185,3629,3629,0.67,7339,4.8,10998.1,6260,2050,54282,83248,6265,4415,2110,2310,6670,6730,6980
366,5350134.0,CT,Toronto,0.41703999999999997,2959,1076,1033,2960,2215,2215,2215,2210,1076,1076,0.42,2959,6.1,7092.5,2280,920,105807,175534,2280,1810,940,870,2930,2960,2880
367,5350135.0,CT,Toronto,0.71622,6047,3316,3054,6045,5155,5155,5155,5155,3316,3316,0.72,6047,7.4,8442.0,5220,2105,69866,104473,5225,3895,2160,1730,5690,5800,6140
368,5350136.01,CT,Toronto,0.19196,6128,4023,3779,6125,5695,5695,5695,5695,4023,4023,0.19,6128,0.9,31916.7,5680,2380,52289,61139,5680,4330,2445,1880,5380,5550,6140
369,5350136.02,CT,Toronto,0.21013,4983,3459,3198,4980,4675,4675,4675,4670,3459,3459,0.21,4983,-0.2,23706.0,4685,1865,63040,70972,4685,3290,1925,1365,4690,5240,5820
370,5350137.0,CT,Toronto,0.9142100000000001,7077,3644,3509,7080,6080,6080,6080,6080,3644,3644,0.91,7077,8.7,7740.3,6080,2220,69660,114150,6080,4345,2315,2030,6180,6270,6440
371,5350138.0,CT,Toronto,0.96546,3103,1250,1181,3105,2590,2590,2590,2590,1250,1250,0.97,3103,-0.9,3214.2,2575,700,119380,376285,2575,1700,735,960,3080,3120,3190
372,5350139.01,CT,Toronto,0.7736,4167,1904,1824,4165,3450,3450,3450,3445,1904,1904,0.77,4167,0.5,5385.8,3465,1265,88324,168721,3465,2555,1285,1270,4430,4440,4530
373,5350139.02,CT,Toronto,0.50952,2542,961,920,2540,2030,2030,2030,2030,961,961,0.51,2542,0.6,4989.2,2120,745,102099,277552,2120,1535,785,745,2180,2230,2220
374,5350140.0,CT,Toronto,0.57204,2408,826,791,2405,1985,1985,1985,1985,826,826,0.57,2408,-2.9,4209.8,1830,570,150741,351029,1830,1305,585,715,2590,2560,2580
375,5350141.01,CT,Toronto,0.5504100000000001,4320,1685,1620,4320,3350,3350,3350,3350,1685,1685,0.55,4320,1.7,7854.5,3375,1330,97697,131938,3375,2500,1360,1135,4460,4470,4530
376,5350141.02,CT,Toronto,0.6875899999999999,4477,1624,1561,4475,3425,3420,3425,3425,1624,1624,0.69,4477,-2.7,6512.0,3500,1355,107809,170794,3495,2640,1400,1235,4480,4570,4630
377,5350142.0,CT,Toronto,1.0439200000000002,5810,2313,2237,5810,4505,4505,4505,4510,2313,2313,1.04,5810,2.1,5565.7,4405,1755,95599,172476,4405,3230,1805,1420,5410,5370,5440
378,5350150.0,CT,Toronto,1.10899,4201,1640,1586,4200,3360,3355,3355,3360,1640,1640,1.07,4201,0.3,3939.4,3410,1280,98667,141794,3415,2535,1310,1225,4150,4150,4170
379,5350151.0,CT,Toronto,0.65559,3784,1577,1535,3785,2920,2920,2925,2925,1577,1577,0.63,3784,1.4,5979.8,2870,775,61436,69522,2870,1775,820,955,3790,3770,3800
380,5350152.0,CT,Toronto,0.8546299999999999,4545,1846,1764,4545,3650,3645,3650,3650,1846,1846,0.85,4545,5.3,5317.7,3550,1490,76304,86236,3550,2635,1500,1135,4320,4370,4450
381,5350153.0,CT,Toronto,0.92761,4462,1783,1685,4465,3830,3830,3830,3825,1783,1783,0.93,4462,-3.0,4811.3,3760,1210,48348,53997,3760,2500,1255,1245,4400,4440,4460
382,5350154.0,CT,Toronto,2.15888,6157,2899,2818,6155,5400,5400,5400,5400,2899,2899,2.1,6157,6.1,2936.0,5465,1675,50687,57504,5465,3275,1730,1545,5920,5970,6020
383,5350155.0,CT,Toronto,0.81296,3128,1316,1206,3130,2525,2525,2525,2525,1316,1316,0.81,3128,-5.1,3848.4,2415,595,44024,49431,2410,1495,610,890,3720,3830,3910
384,5350156.01,CT,Toronto,0.60545,5688,2365,2273,5690,4615,4610,4610,4615,2365,2365,0.61,5688,-2.2,9395.4,4710,1110,38665,40794,4715,2505,1155,1345,5670,5760,5830
385,5350156.02,CT,Toronto,0.59201,2811,1124,1073,2810,2370,2375,2370,2370,1124,1124,0.59,2811,2.3,4747.5,2380,740,45795,54924,2380,1540,755,785,2850,2930,3000
386,5350157.0,CT,Toronto,0.48528000000000004,2635,1107,1016,2635,2145,2145,2145,2145,1107,1107,0.46,2635,-0.3,5689.9,2195,635,41980,47796,2190,1450,670,780,2510,2540,2570
387,5350158.0,CT,Toronto,0.63989,2848,1346,1250,2845,2465,2465,2465,2465,1346,1346,0.64,2848,27.1,4451.4,2560,565,42908,48026,2560,1350,585,770,2280,2330,2350
388,5350159.01,CT,Toronto,0.49246999999999996,3487,1386,1223,3490,2975,2975,2980,2975,1386,1386,0.49,3487,-9.1,7081.6,2890,720,41520,48821,2885,1805,745,1060,3440,3460,3500
389,5350159.02,CT,Toronto,0.5753199999999999,4723,1843,1709,4725,3990,3990,3990,3990,1843,1843,0.58,4723,3.6,8209.6,3985,1295,44998,51118,3980,2520,1315,1210,4600,4640,4700
390,5350160.0,CT,Toronto,0.73445,3116,1246,1143,3115,2590,2590,2590,2590,1246,1246,0.73,3116,-3.5,4241.2,2490,720,44727,49312,2495,1680,755,925,3140,3190,3230
391,5350161.0,CT,Toronto,0.81126,6839,2689,2537,6835,5830,5825,5830,5825,2689,2689,0.81,6839,3.3,8432.8,5925,1840,46459,50600,5925,3920,1900,2020,6760,6750,6930
392,5350162.0,CT,Toronto,0.57575,5119,2059,1952,5120,4205,4205,4205,4205,2059,2059,0.58,5119,3.0,8890.2,4115,1265,46530,52632,4115,2645,1305,1340,4860,4860,4940
393,5350163.0,CT,Toronto,0.45421999999999996,4358,1882,1762,4360,3705,3705,3705,3705,1882,1882,0.45,4358,0.2,9590.7,3800,1360,51492,59360,3800,2620,1410,1215,4180,4260,4360
394,5350164.0,CT,Toronto,0.6282300000000001,6258,2629,2515,6255,5235,5235,5235,5235,2629,2629,0.63,6258,-1.2,9966.6,5150,1660,53605,66793,5150,3530,1760,1775,5800,5940,6000
395,5350165.0,CT,Toronto,0.48493,4370,2031,1943,4370,3650,3650,3650,3650,2031,2031,0.48,4370,1.6,9012.2,3605,1310,62945,87397,3600,2770,1345,1430,3960,4020,4040
396,5350166.0,CT,Toronto,0.78603,4180,1691,1625,4180,3325,3325,3325,3330,1691,1691,0.79,4180,0.0,5317.4,3380,1110,86323,158251,3380,2520,1150,1375,3720,3850,3880
397,5350167.01,CT,Toronto,0.13410999999999998,1879,1483,1312,1880,1800,1795,1795,1795,1483,1483,0.13,1879,4.3,14001.5,1785,560,59954,85343,1790,1205,570,640,1630,1640,1710
398,5350167.02,CT,Toronto,0.60145,5815,3143,2998,5815,5090,5090,5090,5090,3143,3143,0.6,5815,3.3,9667.5,5090,1835,49964,60565,5090,3900,1895,2005,4650,4740,4750
399,5350168.0,CT,Toronto,0.56552,5475,2665,2458,5475,4695,4690,4690,4690,2665,2665,0.57,5475,0.9,9678.3,4775,1350,48930,63992,4775,3030,1380,1650,5190,5200,5230
400,5350169.01,CT,Toronto,0.3781,3472,1457,1334,3475,2995,2995,2995,2995,1457,1457,0.38,3472,1.1,9182.8,3015,905,41163,47757,3015,2045,935,1115,3450,3540,3620
401,5350169.02,CT,Toronto,0.43778,7464,3318,3202,7465,6460,6460,6460,6455,3318,3318,0.44,7464,0.5,17041.1,6410,2055,46712,53368,6410,4535,2095,2440,7300,7280,7440
402,5350170.0,CT,Toronto,1.01423,3321,1305,1201,3320,2905,2905,2905,2905,1305,1305,1.01,3321,-3.6,3274.8,2935,910,43484,49290,2935,1815,940,880,3470,3460,3550
403,5350171.0,CT,Toronto,0.6081,4055,1613,1522,4055,3160,3165,3160,3165,1613,1613,0.61,4055,3.5,6668.3,3130,705,43897,50876,3125,1715,740,970,3890,3910,3930
404,5350172.0,CT,Toronto,1.21015,2522,1183,1128,2520,2090,2090,2090,2090,1183,1183,1.21,2522,-1.8,2083.8,2130,690,44322,56594,2130,1405,730,675,2390,2450,2520
405,5350173.0,CT,Toronto,0.60145,3694,1528,1438,3695,2960,2960,2965,2965,1528,1528,0.6,3694,16.6,6141.3,3030,750,36964,41711,3025,1835,780,1050,3690,3680,3800
406,5350174.0,CT,Toronto,1.06328,7264,2751,2723,7260,5760,5755,5760,5755,2751,2751,1.05,7264,-1.0,6928.0,5645,1635,40163,43218,5645,3605,1685,1920,6780,6890,7030
407,5350175.01,CT,Toronto,0.8012600000000001,6036,2551,2406,6040,4780,4780,4785,4785,2551,2551,0.79,6036,1.4,7676.5,4940,1365,41202,44985,4940,2920,1425,1505,6920,6950,7160
408,5350175.02,CT,Toronto,0.74248,7679,3813,3585,7680,6235,6235,6235,6235,3813,3813,0.71,7679,-3.9,10824.6,6235,1600,41188,44534,6235,3690,1655,2030,8010,8290,8710
409,5350176.0,CT,Toronto,1.00471,4277,1697,1609,4270,3590,3585,3590,3590,1697,1697,1.0,4277,1.1,4257.4,3430,1180,56929,60112,3430,2425,1225,1205,5830,5850,5920
410,5350180.0,CT,Toronto,0.6138,6556,2875,2765,6560,5285,5280,5285,5280,2875,2875,0.61,6556,0.6,10679.3,5285,1675,47936,53369,5280,3540,1720,1825,6700,6790,6980
411,5350181.01,CT,Toronto,0.57055,4313,1940,1858,4310,3670,3675,3670,3675,1940,1940,0.57,4313,-0.3,7560.0,3685,1515,67436,73702,3680,2715,1565,1150,4060,4060,4150
412,5350181.02,CT,Toronto,0.60182,3552,1664,1591,3550,3015,3015,3010,3015,1664,1664,0.6,3552,1.5,5901.3,3005,1120,61306,65486,3005,2055,1155,900,3360,3440,3470
413,5350182.0,CT,Toronto,0.7605,5531,2297,2186,5535,4455,4455,4455,4455,2297,2297,0.76,5531,3.1,7272.8,4400,1730,69562,78123,4405,3130,1760,1375,5250,5350,5450
414,5350183.01,CT,Toronto,0.52409,2603,1048,1007,2605,2160,2165,2165,2160,1048,1048,0.52,2603,2.7,4966.6,2230,725,74324,78178,2230,1530,745,790,2470,2480,2510
415,5350183.02,CT,Toronto,0.42813,3938,1584,1522,3940,3195,3190,3195,3195,1584,1584,0.43,3938,0.5,9196.6,3245,1315,75017,78866,3245,2370,1335,1030,3920,4020,4030
416,5350184.01,CT,Toronto,0.47406000000000004,5108,2346,2307,5105,4250,4245,4245,4245,2346,2346,0.47,5108,4.4,10767.3,4175,1460,57335,73804,4175,2695,1480,1210,4890,4960,4990
417,5350184.02,CT,Toronto,0.56201,3768,1694,1642,3765,3210,3215,3215,3210,1694,1694,0.56,3768,0.2,6757.5,3180,1110,56574,68831,3185,2110,1130,980,3430,3430,3480
418,5350185.01,CT,Toronto,0.49918999999999997,6810,3507,3394,6810,5900,5900,5900,5900,3507,3507,0.5,6810,0.6,13647.3,5930,2065,51037,63677,5925,3940,2115,1830,6370,6320,6490
419,5350185.02,CT,Toronto,1.2288700000000001,4689,2305,2269,4685,3980,3975,3980,3980,2305,2305,1.2,4689,-2.1,3921.6,3950,1340,55895,74166,3950,2700,1360,1340,3930,3990,4080
420,5350186.0,CT,Toronto,1.9107599999999998,2416,949,913,2420,1915,1915,1920,1920,949,949,1.86,2416,5.1,1297.7,1935,565,94088,243920,1935,1340,585,755,2980,3020,3030
421,5350187.0,CT,Toronto,1.21045,3448,1424,1351,3445,2850,2850,2850,2850,1424,1424,1.2,3448,1.3,2878.1,2910,1050,72249,90064,2910,2000,1065,930,3230,3280,3290
422,5350188.0,CT,Toronto,0.55199,2017,842,797,2020,1680,1680,1680,1680,842,842,0.55,2017,3.3,3655.3,1650,590,62451,78613,1645,1135,600,530,2080,2090,2150
423,5350189.0,CT,Toronto,1.2395100000000001,5462,2226,2180,5460,4445,4440,4440,4440,2226,2226,1.24,5462,-0.2,4406.3,4540,1375,49728,65619,4535,2730,1405,1320,5150,5090,5170
424,5350190.01,CT,Toronto,0.40226999999999996,9127,3577,3507,9125,7250,7250,7250,7250,3577,3577,0.4,9127,0.6,22681.4,7250,1730,41981,46037,7250,4375,1800,2575,8820,8860,9360
425,5350190.02,CT,Toronto,0.5813,4765,2102,2026,4765,3920,3920,3920,3920,2102,2102,0.58,4765,3.3,8197.1,3835,990,47829,54900,3835,2315,1030,1280,4440,4520,4660
426,5350191.0,CT,Toronto,0.8230299999999999,4229,1853,1779,4230,3570,3570,3570,3570,1853,1853,0.82,4229,0.4,5137.3,3670,1335,61511,66969,3670,2495,1355,1150,4220,4180,4280
427,5350192.0,CT,Toronto,0.92037,905,462,440,900,790,790,790,790,462,462,0.92,905,-5.3,986.8,770,215,44854,55273,770,445,220,225,900,930,910
428,5350193.0,CT,Toronto,1.41592,3314,1070,1043,3315,2675,2675,2675,2675,1070,1070,1.38,3314,8.3,2396.2,2580,820,71483,94756,2580,1690,855,835,3230,3290,3400
429,5350194.01,CT,Toronto,0.2315,5498,1482,1463,5495,3565,3570,3565,3565,1482,1482,0.22,5498,3.5,24922.9,3760,580,41493,43293,3765,1800,615,1180,7070,7010,7370
430,5350194.02,CT,Toronto,0.34635,6240,1934,1923,6240,4380,4380,4380,4380,1934,1934,0.35,6240,10.3,18013.9,4180,825,40158,48045,4185,2100,885,1215,4790,4890,5000
431,5350194.03,CT,Toronto,0.25016,2933,1238,1229,2935,2325,2325,2325,2325,1238,1238,0.25,2933,6.2,11722.6,2250,430,37668,41002,2250,1220,450,770,2920,2940,3000
432,5350194.04,CT,Toronto,2.29209,6437,2571,2508,6435,4980,4975,4980,4975,2571,2571,2.29,6437,17.2,2813.5,5045,1395,55241,58465,5050,3025,1445,1580,6720,6880,7240
433,5350195.01,CT,Toronto,0.9462,4483,1656,1604,4480,3430,3425,3425,3425,1656,1656,0.95,4483,3.4,4737.4,3510,1285,91648,151208,3510,2625,1330,1295,4280,4350,4370
434,5350195.02,CT,Toronto,0.37813,2317,920,894,2315,1810,1815,1810,1815,920,920,0.38,2317,2.6,6124.8,1860,690,92410,134438,1860,1360,725,635,2230,2220,2250
435,5350196.01,CT,Toronto,0.3774,1977,811,775,1980,1640,1640,1635,1635,811,811,0.38,1977,-16.7,5237.1,1550,555,99917,191907,1555,1070,560,510,2020,1990,2020
436,5350196.02,CT,Toronto,1.10548,5635,2376,2250,5635,4565,4565,4565,4565,2376,2376,1.11,5635,-2.0,5097.7,4500,1730,98775,191394,4505,3210,1800,1410,5490,5530,5600
437,5350200.01,CT,Toronto,0.6408,5614,3143,3055,5615,5000,5000,5000,5000,3143,3143,0.53,5614,4.0,10524.9,5025,1410,48980,63740,5025,3150,1460,1695,5250,5310,5420
438,5350200.02,CT,Toronto,0.14209000000000002,981,680,649,980,910,910,910,915,680,680,0.14,981,2.2,6903.6,975,390,42877,50708,975,760,400,360,830,840,860
439,5350201.0,CT,Toronto,0.75952,5371,2989,2776,5370,4700,4705,4700,4705,2989,2989,0.75,5371,9.1,7138.5,4755,1745,63277,74224,4755,3320,1790,1525,5080,5170,5250
440,5350202.0,CT,Toronto,0.33589,1647,653,631,1645,1340,1340,1340,1340,653,653,0.34,1647,0.4,4903.2,1345,535,70726,82636,1340,1030,545,485,1630,1590,1620
441,5350203.0,CT,Toronto,0.58927,3160,1507,1431,3160,2685,2685,2685,2680,1507,1507,0.59,3160,4.7,5364.1,2565,995,58782,63180,2565,1865,1010,860,2940,3020,3170
442,5350204.0,CT,Toronto,0.74088,4537,2310,2210,4535,3860,3865,3865,3865,2310,2310,0.74,4537,3.6,6122.8,3815,1445,63988,89804,3815,2755,1495,1255,4170,4160,4180
443,5350205.0,CT,Toronto,0.7337199999999999,149,0,0,x,F,F,F,F,0,0,0.73,149,-19.0,204.8,x,x,x,x,x,x,x,x,x,x,x
444,5350206.01,CT,Toronto,1.13878,4217,2151,2041,4220,3670,3670,3665,3670,2151,2151,1.11,4217,6.2,3783.8,3590,1430,59464,68598,3590,2540,1455,1090,3660,3950,4090
445,5350206.02,CT,Toronto,1.08513,5867,2994,2774,5865,5055,5055,5055,5055,2994,2994,1.09,5867,3.7,5406.9,5130,1865,55741,68929,5135,3700,1910,1795,5440,5810,6050
446,5350207.0,CT,Toronto,0.67366,2605,1285,1181,2605,2295,2295,2295,2295,1285,1285,0.67,2605,13.2,3867.3,2310,740,53635,58876,2310,1670,755,915,2330,2400,2530
447,5350208.0,CT,Toronto,1.29403,4172,2062,1981,4175,3515,3520,3520,3515,2062,2062,1.29,4172,3.4,3223.9,3550,900,53336,57204,3550,2205,930,1270,4020,4040,4170
448,5350209.0,CT,Toronto,0.69308,2718,1338,1252,2715,2330,2330,2335,2335,1338,1338,0.69,2718,-1.1,3922.1,2285,790,50388,62097,2285,1405,800,600,2740,2780,2870
449,5350210.01,CT,Toronto,2.96012,3083,1008,971,3080,2175,2175,2175,2175,1008,1008,2.96,3083,17.7,1041.6,2225,1005,65979,81217,2225,1630,1005,625,2790,3160,3230
450,5350210.02,CT,Toronto,0.94935,11390,9168,7016,11390,10690,10690,10690,10690,9168,9168,0.91,11390,117.5,12511.0,10665,5025,65813,77448,10665,8375,5180,3200,9810,10990,11680
451,5350211.0,CT,Toronto,3.27116,6350,2512,2447,6345,5490,5490,5490,5490,2512,2512,3.27,6350,1.0,1941.2,5490,2040,54932,65997,5490,3660,2090,1565,6350,6450,6620
452,5350212.0,CT,Toronto,1.7065400000000002,5704,2220,2169,5700,4775,4775,4775,4775,2220,2220,1.68,5704,1.5,3397.9,4775,1740,62562,70844,4775,3355,1780,1575,5580,5590,5680
453,5350213.01,CT,Toronto,0.94226,2666,1021,990,2665,2265,2265,2265,2270,1021,1021,0.94,2666,3.8,2829.5,2290,790,70974,86565,2290,1520,805,710,2730,2790,2780
454,5350213.02,CT,Toronto,7.044739999999999,6045,3246,3134,6050,5315,5310,5315,5315,3246,3246,6.99,6045,43.1,864.7,5280,2560,59104,64094,5280,4055,2645,1410,5380,5280,5590
455,5350214.0,CT,Toronto,2.8237799999999997,5069,2466,2389,5070,4450,4455,4455,4455,2466,2466,2.82,5069,17.7,1794.9,4490,1860,70451,83247,4490,3370,1895,1470,4700,5100,5530
456,5350215.0,CT,Toronto,2.60049,6748,2991,2789,6750,5680,5685,5685,5685,2991,2991,2.6,6748,2.8,2600.0,5710,2320,65417,75631,5710,4100,2395,1705,7430,7490,7670
457,5350216.0,CT,Toronto,1.9993,5532,2238,2163,5535,4525,4530,4525,4530,2238,2238,1.98,5532,0.7,2793.5,4545,1595,92638,128145,4540,3355,1680,1675,5630,5660,5810
458,5350217.0,CT,Toronto,1.33055,5692,2917,2756,5695,4840,4840,4840,4840,2917,2917,1.21,5692,-1.6,4704.5,4825,1405,45595,52519,4825,3250,1455,1800,5470,5500,5660
459,5350218.0,CT,Toronto,0.6829999999999999,2652,1060,1025,2655,2130,2130,2130,2130,1060,1060,0.68,2652,-0.2,3882.3,2100,785,110776,158501,2100,1460,800,660,2330,2340,2350
460,5350219.0,CT,Toronto,1.36063,4427,1690,1644,4430,3655,3660,3660,3660,1690,1690,1.36,4427,5.6,3254.0,3660,1205,80327,100555,3660,2400,1225,1175,4220,4320,4380
461,5350220.0,CT,Toronto,1.32212,4177,1597,1584,4180,3495,3490,3490,3490,1597,1597,1.3,4177,2.7,3219.5,3575,1365,56960,74904,3575,2470,1395,1080,4100,4060,4130
462,5350221.01,CT,Toronto,1.64542,6377,2751,2725,6380,5620,5620,5620,5615,2751,2751,1.62,6377,0.2,3925.8,5535,1680,72376,97876,5535,3240,1745,1495,6430,6430,6440
463,5350221.02,CT,Toronto,0.80501,5202,2167,2064,5205,4255,4260,4255,4255,2167,2167,0.81,5202,18.9,6461.3,4145,1585,48097,53435,4150,2990,1620,1365,4710,4660,4840
464,5350222.01,CT,Toronto,1.28483,6699,2626,2557,6695,5655,5650,5650,5650,2626,2626,1.29,6699,23.8,5213.2,5630,2085,60065,74581,5625,3930,2135,1795,6790,6830,7010
465,5350222.02,CT,Toronto,1.2002,5141,1830,1782,5140,3880,3880,3880,3880,1830,1830,1.2,5141,0.3,4283.1,3890,1230,54329,76749,3890,2485,1295,1195,4930,4830,5140
466,5350223.01,CT,Toronto,0.8724200000000001,1522,536,530,1520,1280,1280,1280,1280,536,536,0.87,1522,2.3,1744.6,1265,405,91125,126507,1270,870,425,445,1700,1630,1660
467,5350223.02,CT,Toronto,0.8724700000000001,2136,793,771,2135,1805,1810,1810,1810,793,793,0.87,2136,-0.8,2449.0,1830,610,69970,96360,1830,1270,645,625,2270,2290,2290
468,5350224.0,CT,Toronto,1.04417,1696,578,573,1695,1400,1400,1405,1405,578,578,1.04,1696,-2.7,1624.1,1400,485,100998,162624,1405,1005,515,490,1650,1650,1660
469,5350225.01,CT,Toronto,0.93466,4981,2387,2316,4980,4460,4460,4455,4460,2387,2387,0.93,4981,-1.1,5330.1,4435,1390,57536,80664,4435,2805,1450,1355,4680,4620,4600
470,5350225.02,CT,Toronto,0.3048,9706,5006,4859,9710,8300,8300,8295,8300,5006,5006,0.3,9706,24.8,31843.8,8300,2985,51482,62627,8300,5750,3060,2690,9180,9350,9580
471,5350226.0,CT,Toronto,0.9533299999999999,3167,1262,1212,3165,2605,2605,2605,2605,1262,1262,0.95,3167,-1.5,3321.8,2495,845,98748,158916,2495,1665,890,770,2850,2850,2840
472,5350227.0,CT,Toronto,0.49183999999999994,1750,637,626,1750,1440,1445,1440,1440,637,637,0.49,1750,0.1,3558.4,1525,500,107679,237435,1525,1090,525,565,1780,1730,1760
473,5350228.0,CT,Toronto,0.883,3131,1418,1362,3135,2675,2675,2675,2675,1418,1418,0.82,3131,6.1,3829.5,2670,800,91818,198056,2665,1685,810,870,3180,3170,3210
474,5350229.0,CT,Toronto,0.32031,1223,393,384,1225,870,865,870,865,393,393,0.32,1223,-2.5,3819.5,895,365,128201,301727,900,710,380,325,1340,1340,1340
475,5350230.01,CT,Toronto,1.50655,2537,1109,1082,2535,2115,2115,2115,2115,1109,1109,1.45,2537,11.3,1752.3,2025,640,70331,138721,2020,1390,670,715,2090,2100,2070
476,5350230.02,CT,Toronto,0.9858399999999999,6537,2775,2606,6540,5450,5450,5450,5455,2775,2775,0.99,6537,5.8,6631.2,5545,1725,51372,75842,5545,3620,1830,1790,6750,6810,6850
477,5350231.0,CT,Toronto,3.02848,6461,2722,2566,6460,5505,5505,5505,5510,2722,2722,3.03,6461,-0.4,2133.5,5505,1900,69543,139917,5505,3815,1990,1830,6530,6480,6450
478,5350232.0,CT,Toronto,2.04605,3825,1348,1306,3825,3235,3235,3240,3240,1348,1348,2.05,3825,-4.3,1869.5,3175,980,100844,192308,3170,2135,1015,1125,3790,3810,3820
479,5350233.0,CT,Toronto,2.0806,5530,2032,1982,5530,4635,4630,4630,4630,2032,2032,2.08,5530,1.3,2658.3,4700,1635,76187,96704,4695,3225,1715,1510,5630,5640,5660
480,5350234.0,CT,Toronto,2.11718,4524,1645,1600,4520,3745,3745,3745,3745,1645,1645,2.12,4524,-0.6,2136.7,3665,1215,71590,80981,3660,2390,1225,1160,4590,4650,4660
481,5350235.01,CT,Toronto,1.40707,2841,1009,997,2840,2440,2445,2440,2440,1009,1009,1.41,2841,1.0,2019.3,2420,855,67161,69237,2420,1640,865,775,2870,3020,3140
482,5350235.02,CT,Toronto,1.07805,5277,2039,2010,5280,4575,4575,4575,4580,2039,2039,1.08,5277,-2.2,4894.7,4660,1495,56269,62033,4660,2930,1525,1410,5280,5300,5350
483,5350236.01,CT,Toronto,0.98685,6646,2560,2519,6645,5515,5515,5515,5515,2560,2560,0.99,6646,1.5,6734.9,5625,1620,51822,60998,5625,3490,1655,1835,6320,6350,6380
484,5350236.02,CT,Toronto,4.07421,5946,2284,2256,5945,5135,5135,5130,5135,2284,2284,3.95,5946,-1.7,1504.1,5155,1755,62338,68726,5160,3365,1790,1575,6000,6000,6070
485,5350237.01,CT,Toronto,1.1853200000000002,6816,2468,2410,6815,5370,5370,5370,5370,2468,2468,1.19,6816,8.9,5750.4,5370,1475,45328,49991,5370,3170,1520,1650,6930,6980,7170
486,5350237.02,CT,Toronto,0.9550299999999999,2986,1077,1061,2985,2465,2470,2465,2465,1077,1077,0.96,2986,4.4,3126.0,2505,775,56973,63065,2500,1585,795,795,2600,2630,2660
487,5350237.03,CT,Toronto,1.0689799999999998,5638,2626,2544,5640,4940,4940,4940,4940,2626,2626,1.07,5638,2.1,5274.1,4905,1315,53054,62881,4905,2730,1345,1385,5610,5620,5900
488,5350238.01,CT,Toronto,1.03807,3350,1259,1231,3350,2910,2905,2905,2905,1259,1259,1.04,3350,0.4,3227.0,2960,1005,72702,85737,2960,1945,1050,895,3310,3300,3290
489,5350238.02,CT,Toronto,0.98177,5244,2070,1953,5245,4290,4290,4290,4295,2070,2070,0.98,5244,0.9,5342.3,4335,1315,47739,57548,4335,2745,1320,1420,5750,5790,5890
490,5350239.0,CT,Toronto,2.55782,6481,2511,2383,6480,5235,5235,5240,5235,2511,2511,2.53,6481,-1.4,2561.6,5195,1465,54130,69972,5195,3180,1500,1685,6430,6620,6820
491,5350240.01,CT,Toronto,1.2726899999999999,3366,1291,1263,3365,2900,2900,2900,2900,1291,1291,1.27,3366,0.0,2644.8,2845,970,70354,82660,2845,1705,995,715,3470,3420,3460
492,5350240.02,CT,Toronto,1.04495,6043,2621,2558,6040,4970,4970,4970,4970,2621,2621,1.05,6043,5.7,5782.8,5000,1465,53942,62001,5000,2935,1490,1445,5470,5410,5550
493,5350241.0,CT,Toronto,1.0982,3231,1030,1003,3230,2390,2390,2390,2390,1030,1030,1.09,3231,3.3,2967.2,2370,915,65331,82136,2365,1595,940,655,3010,3030,3000
494,5350242.0,CT,Toronto,0.67084,1674,610,575,1675,1300,1305,1305,1305,610,610,0.61,1674,-3.8,2759.2,1290,285,46617,57349,1295,765,305,460,1740,1730,1740
495,5350243.01,CT,Toronto,0.31518,6658,2236,2142,6660,5120,5120,5120,5120,2236,2236,0.32,6658,3.1,21129.8,5040,930,35246,38287,5040,2335,980,1355,7440,7410,7570
496,5350243.02,CT,Toronto,1.2154,3617,1342,1304,3615,3095,3095,3095,3100,1342,1342,1.22,3617,3.5,2975.7,3180,870,46925,53309,3180,2055,895,1160,3690,3720,3840
497,5350244.01,CT,Toronto,1.45046,5677,2009,1945,5680,4710,4710,4710,4710,2009,2009,1.43,5677,-2.0,3957.2,4730,1400,46857,52398,4730,2915,1430,1485,5230,5270,5260
